"Sector","Category","Name"
"Energy","","Mems"
"Energy","","Metering"
"Energy","","Methods"
"Energy","","Mining"
"Energy","","Modeling"
"Energy","","Motor"
"Energy","","NEMP"
"Energy","","Nuclear"
"Energy","","Objectives"
"Energy","","On-Chip"
"Energy","","Operation"
"Energy","","Optical Sensors"
"Energy","","Optimal Transport"
"Energy","","Performance"
"Energy","","Photovoltaics"
"Energy","","Piezoelectric"
"Energy","","Planning"
"Energy","","PLCs"
"Energy","","Poles"
"Energy","","Policy"
"Energy","","Power Quality"
"Energy","","Power-Aware Computing"
"Energy","","Power-Aware Design"
"Energy","","Pricing"
"Energy","","Process Integration"
"Energy","","Product And Functional Safety"
"Energy","","Project Management"
"Energy","","Protection"
"Energy","","Quality"
"Energy","","Reconfiguration"
"Energy","","Regulation"
"Energy","","Relay"
"Energy","","Reliability"
"Energy","","Renewable"
"Energy","","Residential"
"Energy","","Resources"
"Energy","","Safety"
"Energy","","Safety Critical"
"Energy","","Scalability"
"Energy","","Scheduled Maintenance"
"Energy","","Security"
"Energy","","Seismic"
"Energy","","Semiconductor"
"Energy","","Sensor Devices"
"Energy","","Sensors And Actuators"
"Energy","","Severity Of Consequences"
"Energy","","Shielding"
"Energy","","Smart Grid"
"Energy","","Solar"
"Energy","","Stability"
"Energy","","Standardization"
"Energy","","Standards"
"Energy","","Stator"
"Energy","","Storage"
"Energy","","Submarine"
"Energy","","Substations"
"Energy","","Superconductivity"
"Energy","","Supply-Side"
"Energy","","Surges"
"Energy","","Switching"
"Energy","","System Safety"
"Energy","","System Security"
"Energy","","Testing And Verification"
"Energy","","Thermal"
"Energy","","Timing"
"Energy","","Tools"
"Energy","","Training And Continuing Education"
"Energy","","Transients"
"Energy","","Transportation"
"Energy","","Voltage"
"Energy","","Vulnerability"
"Energy","","Warning Systems"
"Energy","","Wave Power"
"Energy","","Wear"
"Energy","","Wiring"
"Entertainment","","3D TV"
"Entertainment","","Animation"
"Entertainment","","Artificial Intelligence"
"Entertainment","","Audio"
"Entertainment","","Availability"
"Entertainment","","Avatar"
"Entertainment","","Business"
"Entertainment","","Cable TV"
"Entertainment","","Casual Games"
"Entertainment","","Chip/Package Co-Design"
"Entertainment","","Consumer"
"Entertainment","","Content Delivery"
"Entertainment","","Decision Making"
"Entertainment","","Delivery Cost"
"Entertainment","","Delivery Modes"
"Entertainment","","Dependability"
"Entertainment","","Design"
"Entertainment","","Design Automation"
"Entertainment","","Design For Manufacture"
"Entertainment","","Design Verification"
"Entertainment","","Development Cost"
"Entertainment","","Digital Books"
"Entertainment","","Digital Cinema"
"Entertainment","","Digital Home"
"Entertainment","","Digital Radio"
"Entertainment","","Digital TV"
"Entertainment","","DTV Transition"
"Entertainment","","Electronic Packaging"
"Entertainment","","Embedded Systems"
"Entertainment","","Emissions"
"Entertainment","","Entrepreneurship"
"Entertainment","","Ergonomics"
"Entertainment","","Expense"
"Entertainment","","Focus"
"Entertainment","","Gaming"
"Entertainment","","Handheld Television"
"Entertainment","","Hardware/Software Co-Design"
"Entertainment","","High Performance Design"
"Entertainment","","Image"
"Entertainment","","Image Processing"
"Entertainment","","Immersive Games"
"Entertainment","","Immunity"
"Entertainment","","Innovation"
"Entertainment","","Integrated Circuits"
"Entertainment","","Integrated Systems"
"Entertainment","","Internet Radio"
"Entertainment","","Internet Video"
"Entertainment","","Laser TV"
"Entertainment","","LCD Displays"
"Entertainment","","Logic Synthesis"
"Entertainment","","Managing Competencies"
"Entertainment","","Mobile Television"
"Entertainment","","Monitoring"
"Entertainment","","Multimedia"
"Entertainment","","Music On Demand"
"Entertainment","","Objectives"
"Entertainment","","Plasma Displays"
"Entertainment","","Podcasting"
"Entertainment","","Power-Aware Computing"
"Entertainment","","Process Integration"
"Entertainment","","Product And Functional Safety"
"Entertainment","","Project Management"
"Entertainment","","Radio"
"Entertainment","","Reliability"
"Entertainment","","Satellite TV"
"Entertainment","","Self Aware Systems"
"Entertainment","","Sensors And Actuators"
"Entertainment","","Speech"
"Entertainment","","Switching Amplifiers"
"Entertainment","","Testing And Verification"
"Entertainment","","Timing"
"Entertainment","","Trust"
"Entertainment","","Ultra High Definition TV"
"Entertainment","","Video On Demand"
"Entertainment","","Virtual Worlds"
"Entertainment","","Warranty"
"Entertainment","","Wearable Computing"
"Entertainment","","Wearable Sensors"
"Environment","","Airborne Observation"
"Environment","","Analysis"
"Environment","","Biohazards"
"Environment","","Biological Impact"
"Environment","","Biological Sciences"
"Environment","","Bioremediation"
"Environment","","Bottom Types"
"Environment","","Bubble Clouds"
"Environment","","Business"
"Environment","","Carbon Assessment"
"Environment","","Climate"
"Environment","","Climate Change"
"Environment","","Coal Burning"
"Environment","","Cosmic Events"
"Environment","","Ctd"
"Environment","","Cyberattack"
"Environment","","Data Mining"
"Environment","","Decision Making"
"Environment","","Design"
"Environment","","Design Automation"
"Environment","","Design For Manufacture"
"Environment","","Design Verification"
"Environment","","Disaster Planning"
"Environment","","Distributed Generation"
"Environment","","Distributed Power"
"Environment","","Ecoinformatics"
"Environment","","Effcient Displays"
"Environment","","Electric Traction"
"Environment","","Embedded Systems"
"Environment","","Energy Aware Design"
"Environment","","Energy Efficiency Solutions"
"Environment","","Entrepreneurship"
"Environment","","Environmental Sensors"
"Environment","","Focus"
"Environment","","Gas Detection"
"Environment","","Green Manufacturing"
"Environment","","Hardware/Software Co-Design"
"Environment","","Hybrid Vehicles"
"Environment","","Innovation"
"Environment","","Lead-Free Piezoelectrics"
"Environment","","Logic Synthesis"
"Environment","","Managing Competencies"
"Environment","","Modeling"
"Environment","","Monitoring"
"Environment","","Nanosensors"
"Environment","","Natural Disaster"
"Environment","","Noise Pollution"
"Environment","","Objectives"
"Environment","","Optical Sensors"
"Environment","","Pandemic Prevention"
"Environment","","Photovoltaics"
"Environment","","Pollution Control"
"Environment","","Pollution Mitigation"
"Environment","","Power Generation"
"Environment","","Power Grid Fragility"
"Environment","","Power Transmission"
"Environment","","Power-Aware Computing"
"Environment","","Power-Aware Design"
"Environment","","Process Integration"
"Environment","","Project Management"
"Environment","","Recyclable Materials"
"Environment","","Regulatory Approvals"
"Environment","","Reliability"
"Environment","","Remote Power"
"Environment","","Reverberation"
"Environment","","Satellite Observation"
"Environment","","Sensors And Actuators"
"Environment","","Simulation"
"Environment","","Solid State Lighting"
"Environment","","Statistics"
"Environment","","Sustainability"
"Environment","","Testing And Verification"
"Environment","","Timing"
"Environment","","Ultrasonic Cleaning"
"Environment","","Volcanos"
"Environment","","Water Pollution"
"Environment","","Weather Monitoring"
"Environment","","Weather Prediction"
"Environment","","Wide Area Reliability"
"Environment","","Xbt"
"Financial Services","","Availability"
"Financial Services","","Banking"
"Financial Services","","Business"
"Financial Services","","Consumer"
"Financial Services","","Credit"
"Financial Services","","Decision Making"
"Financial Services","","Dependability"
"Financial Services","","Design"
"Financial Services","","Design Automation"
"Financial Services","","Design For Manufacture"
"Financial Services","","Design Verification"
"Financial Services","","Embedded Systems"
"Financial Services","","Entrepreneurship"
"Financial Services","","Ergonomics"
"Financial Services","","Focus"
"Financial Services","","Hardware/Software Co-Design"
"Financial Services","","Innovation"
"Financial Services","","Logic Synthesis"
"Financial Services","","Managing Competencies"
"Financial Services","","Market"
"Financial Services","","Monitoring"
"Financial Services","","Mortgage"
"Financial Services","","Objectives"
"Financial Services","","Power-Aware Computing"
"Financial Services","","Process Integration"
"Financial Services","","Project Management"
"Financial Services","","Reliability"
"Financial Services","","Reliable Power"
"Financial Services","","Risk Assessment"
"Financial Services","","Risk Mitigation"
"Financial Services","","System Security"
"Financial Services","","Testing And Verification"
"Financial Services","","Timing"
"Financial Services","","Trading"
"Financial Services","","Trust"
"Financial Services","","Vulnerability"
"Financial Services","","Warning Systems"
"Healthcare","","3D Design"
"Healthcare","","Access"
"Healthcare","","Affordability"
"Healthcare","","Agency Cooperation"
"Healthcare","","Air"
"Healthcare","","Artificial Intelligence"
"Healthcare","","Artificial Limbs"
"Healthcare","","Artificial Organs"
"Healthcare","","Assessment"
"Healthcare","","Availability"
"Healthcare","","Bioclinical Monitoring"
"Healthcare","","Bioengineering"
"Healthcare","","Biomedical Signals"
"Healthcare","","Biomems"
"Healthcare","","Biometrics"
"Healthcare","","Biotechnology"
"Healthcare","","Body As A Network"
"Healthcare","","Business"
"Healthcare","","Chip/Package Co-Design"
"Healthcare","","Computed Radiography"
"Healthcare","","Computer Assisted Medical Decision Making"
"Healthcare","","Cultural Aspects Of Health"
"Healthcare","","Data Mining"
"Healthcare","","Data Privacy"
"Healthcare","","Data Security"
"Healthcare","","Decision Making"
"Healthcare","","Decision Support"
"Healthcare","","Dependability"
"Healthcare","","Design"
"Healthcare","","Design Automation"
"Healthcare","","Design For Manufacture"
"Healthcare","","Design Verification"
"Healthcare","","Diagnosis"
"Healthcare","","Diagnostic Tools"
"Healthcare","","Distributed Monitoring Systems"
"Healthcare","","DNA Sequencing"
"Healthcare","","Drug Delivery"
"Healthcare","","Drug Design"
"Healthcare","","Electromagnetic Imaging"
"Healthcare","","Electronic Medical Records"
"Healthcare","","Electronic Medical Records Standards"
"Healthcare","","Electronic Packaging"
"Healthcare","","Electronics Reliability In The Body"
"Healthcare","","Embedded Systems"
"Healthcare","","Emergency Response"
"Healthcare","","Energy Harvesting"
"Healthcare","","Entrepreneurship"
"Healthcare","","Ergonomics"
"Healthcare","","Evidence Based Medicine"
"Healthcare","","Fault"
"Healthcare","","Fault Accommodation"
"Healthcare","","Financing"
"Healthcare","","Focus"
"Healthcare","","Food"
"Healthcare","","Hardware/Software Co-Design"
"Healthcare","","Hazard Analysis"
"Healthcare","","Hazards"
"Healthcare","","Health Toys"
"Healthcare","","Healthcare Mgmt"
"Healthcare","","Healthcare Systems Effects"
"Healthcare","","High Resolution Imaging"
"Healthcare","","High Throughput Screening"
"Healthcare","","Higher Functionality Implants"
"Healthcare","","Human Centered"
"Healthcare","","Human-Machine Interaction"
"Healthcare","","Human-Machine Interface"
"Healthcare","","Human-Robot Interaction"
"Healthcare","","Implantable Devices"
"Healthcare","","Inclusion"
"Healthcare","","Informatics"
"Healthcare","","Innovation"
"Healthcare","","Instrumentation And Test"
"Healthcare","","Integrity"
"Healthcare","","Intelligent Systems"
"Healthcare","","Lasers"
"Healthcare","","Logic Synthesis"
"Healthcare","","Longer Lifetime Implants"
"Healthcare","","Low Cost Diagnostics"
"Healthcare","","Managing Competencies"
"Healthcare","","Medical Devices"
"Healthcare","","Medical Microwaves"
"Healthcare","","Mems"
"Healthcare","","Microfluidics"
"Healthcare","","Micromachines"
"Healthcare","","Molecular Engines"
"Healthcare","","Monitoring"
"Healthcare","","Nano Technology"
"Healthcare","","Neural Systems"
"Healthcare","","Objectives"
"Healthcare","","Pandemics"
"Healthcare","","Parasites"
"Healthcare","","Personal Health Records"
"Healthcare","","Personal Networks"
"Healthcare","","Pharmaceuticals"
"Healthcare","","Photoacoustics"
"Healthcare","","Photodynadic Therapy"
"Healthcare","","Point Of Care Diagnostics"
"Healthcare","","Pollutants"
"Healthcare","","Portable Power"
"Healthcare","","Power-Aware Computing"
"Healthcare","","Power-Aware Design"
"Healthcare","","Private"
"Healthcare","","Process Integration"
"Healthcare","","Project Management"
"Healthcare","","Prosthetics"
"Healthcare","","Public"
"Healthcare","","Rehabilitation Engineering"
"Healthcare","","Rehabilitation Medicine"
"Healthcare","","Reliability"
"Healthcare","","Remote Sensing"
"Healthcare","","Retinal Scanning"
"Healthcare","","RFID"
"Healthcare","","Rural Healthcare"
"Healthcare","","Screening"
"Healthcare","","Self Aware Systems"
"Healthcare","","Sensing"
"Healthcare","","Sensors And Actuators"
"Healthcare","","Signal Processing"
"Healthcare","","Situational Awareness"
"Healthcare","","Smart Sensors"
"Healthcare","","Social And Ethical Issues"
"Healthcare","","Speed Of New Technology"
"Healthcare","","Standards"
"Healthcare","","System-Of-Systems"
"Healthcare","","Telemedicine"
"Healthcare","","Testing And Verification"
"Healthcare","","Therapeutic Ultrasound"
"Healthcare","","Timing"
"Healthcare","","Traceability"
"Healthcare","","Training And Continuing Education"
"Healthcare","","Transcutaneous Power"
"Healthcare","","Trust"
"Healthcare","","Ultrasound Imaging"
"Healthcare","","US Vs World"
"Healthcare","","Usability"
"Healthcare","","Virus"
"Healthcare","","Warning Systems"
"Healthcare","","Warranty"
"Healthcare","","Water"
"Healthcare","","Wearable Computing"
"Healthcare","","Wearable Sensors"
"Healthcare","","Wireless Antennas"
"Healthcare","","Wireless Radios"
"Healthcare","","Wireless Sensing"
"Manufacturing & Devices","","3D Integration"
"Manufacturing & Devices","","Acceptance Testing"
"Manufacturing & Devices","","Automation"
"Manufacturing & Devices","","Availability"
"Manufacturing & Devices","","Batteries"
"Manufacturing & Devices","","Business"
"Manufacturing & Devices","","Chemical"
"Manufacturing & Devices","","Circuit"
"Manufacturing & Devices","","Circuit Analysis"
"Manufacturing & Devices","","Communication Networks"
"Manufacturing & Devices","","Condition Based Maintenance"
"Manufacturing & Devices","","Consumer Products"
"Manufacturing & Devices","","Contamination Control"
"Manufacturing & Devices","","Continuous Manufacturing"
"Manufacturing & Devices","","Continuous Process Control"
"Manufacturing & Devices","","Control And Optimization Algorithm"
"Manufacturing & Devices","","Culture"
"Manufacturing & Devices","","Customer Expectations"
"Manufacturing & Devices","","Cutting"
"Manufacturing & Devices","","Cycle Time"
"Manufacturing & Devices","","DCSs"
"Manufacturing & Devices","","Decision Making"
"Manufacturing & Devices","","Defects"
"Manufacturing & Devices","","Defining Purpose"
"Manufacturing & Devices","","Design"
"Manufacturing & Devices","","Design Automation"
"Manufacturing & Devices","","Design For Manufacture"
"Manufacturing & Devices","","Design Specification"
"Manufacturing & Devices","","Design Verification"
"Manufacturing & Devices","","Devices"
"Manufacturing & Devices","","Diagnostic Tools"
"Manufacturing & Devices","","Discrete Manufacturing"
"Manufacturing & Devices","","Discrete-Event And Sequence Control"
"Manufacturing & Devices","","Disk Laser"
"Manufacturing & Devices","","Displays"
"Manufacturing & Devices","","Distributed Sensor Networks"
"Manufacturing & Devices","","Drive Systems"
"Manufacturing & Devices","","Embedded Intelligence"
"Manufacturing & Devices","","Embedded Systems"
"Manufacturing & Devices","","Energy Efficiency Solutions"
"Manufacturing & Devices","","Energy Storage"
"Manufacturing & Devices","","Enterprise Optimatization"
"Manufacturing & Devices","","Entrepreneurship"
"Manufacturing & Devices","","Environmental Stress Screening"
"Manufacturing & Devices","","Ergonomics"
"Manufacturing & Devices","","Failure Analysis"
"Manufacturing & Devices","","Failure Mode & Effects Baseline"
"Manufacturing & Devices","","Failure Reporting"
"Manufacturing & Devices","","Fault"
"Manufacturing & Devices","","Fault Accommodation"
"Manufacturing & Devices","","Fiber Laser"
"Manufacturing & Devices","","Fiber Optics"
"Manufacturing & Devices","","Field Failures"
"Manufacturing & Devices","","Financial Resources"
"Manufacturing & Devices","","Focus"
"Manufacturing & Devices","","Formal Methods"
"Manufacturing & Devices","","FRACAS"
"Manufacturing & Devices","","Gaining Commitment"
"Manufacturing & Devices","","Hardware/Software Co-Design"
"Manufacturing & Devices","","Hazard Analysis"
"Manufacturing & Devices","","Hazards"
"Manufacturing & Devices","","Human Resources"
"Manufacturing & Devices","","Human-Machine Interaction"
"Manufacturing & Devices","","Human-Machine Interface"
"Manufacturing & Devices","","Imprinting Cables"
"Manufacturing & Devices","","Ink-Jet Printing"
"Manufacturing & Devices","","Innovation"
"Manufacturing & Devices","","Integrated Circuits"
"Manufacturing & Devices","","Integrated Passive Components"
"Manufacturing & Devices","","Large Scale Systems"
"Manufacturing & Devices","","Laser Welding"
"Manufacturing & Devices","","Lasers"
"Manufacturing & Devices","","Liability"
"Manufacturing & Devices","","Life Cycle"
"Manufacturing & Devices","","Logic Synthesis"
"Manufacturing & Devices","","Low Cost"
"Manufacturing & Devices","","Magnetics"
"Manufacturing & Devices","","Maintainability"
"Manufacturing & Devices","","Maintenance"
"Manufacturing & Devices","","Management Capability"
"Manufacturing & Devices","","Management Functions"
"Manufacturing & Devices","","Managing Competencies"
"Manufacturing & Devices","","Manufacturing Standards"
"Manufacturing & Devices","","Measuring Performance"
"Manufacturing & Devices","","Monitoring"
"Manufacturing & Devices","","Nanofabrication Technologies"
"Manufacturing & Devices","","Noise Analysis"
"Manufacturing & Devices","","Objectives"
"Manufacturing & Devices","","One Product"
"Manufacturing & Devices","","Operator Stations"
"Manufacturing & Devices","","Petrochem"
"Manufacturing & Devices","","Phase Out"
"Manufacturing & Devices","","Place And Route"
"Manufacturing & Devices","","Plant Engineering"
"Manufacturing & Devices","","PLCs"
"Manufacturing & Devices","","Positioning For Instrumentation"
"Manufacturing & Devices","","Power Semiconductors"
"Manufacturing & Devices","","Power-Aware Computing"
"Manufacturing & Devices","","Power-Aware Design"
"Manufacturing & Devices","","Process"
"Manufacturing & Devices","","Process Automation Systems"
"Manufacturing & Devices","","Process Failure Modes And Effects Analysis"
"Manufacturing & Devices","","Process Integration"
"Manufacturing & Devices","","Productivity"
"Manufacturing & Devices","","Project Management"
"Manufacturing & Devices","","Pulp And Paper"
"Manufacturing & Devices","","Quality"
"Manufacturing & Devices","","Refining"
"Manufacturing & Devices","","Reliability"
"Manufacturing & Devices","","Reliable Power"
"Manufacturing & Devices","","Returns"
"Manufacturing & Devices","","Risk Mitigation"
"Manufacturing & Devices","","Robotics"
"Manufacturing & Devices","","SCADA"
"Manufacturing & Devices","","Scheduled Maintenance"
"Manufacturing & Devices","","Sensing"
"Manufacturing & Devices","","Sensor Networks"
"Manufacturing & Devices","","Sensors And Actuators"
"Manufacturing & Devices","","Sensors For Condition-Based Maintenance"
"Manufacturing & Devices","","Service Life"
"Manufacturing & Devices","","Shapes Checking"
"Manufacturing & Devices","","Situational Awareness"
"Manufacturing & Devices","","Smart Sensors"
"Manufacturing & Devices","","Solar"
"Manufacturing & Devices","","Standardization"
"Manufacturing & Devices","","Strategy"
"Manufacturing & Devices","","Supply Chain Integration"
"Manufacturing & Devices","","System And Equipment Health Management"
"Manufacturing & Devices","","System Architecture For Automation Manufacturing"
"Manufacturing & Devices","","Testability"
"Manufacturing & Devices","","Testing And Verification"
"Manufacturing & Devices","","Thermal Analysis"
"Manufacturing & Devices","","Throughput Or Production Rate"
"Manufacturing & Devices","","Time To Market"
"Manufacturing & Devices","","Timing"
"Manufacturing & Devices","","Upgradeability"
"Manufacturing & Devices","","Volume"
"Manufacturing & Devices","","Vulnerability"
"Manufacturing & Devices","","Warning Systems"
"Manufacturing & Devices","","Warranty"
"Manufacturing & Devices","","Wireless Control And Communication"
"Manufacturing & Devices","","Wireless Sensing"
"Manufacturing & Devices","","Yield"
"Retail","","Business"
"Retail","","Coding And Marketing Technology (Optical & RFID)"
"Retail","","Counterfeiting"
"Retail","","Data Mining"
"Retail","","Decision Making"
"Retail","","Design"
"Retail","","Design Automation"
"Retail","","Design For Manufacture"
"Retail","","Design Verification"
"Retail","","Embedded Systems"
"Retail","","Energy Efficiency Solutions"
"Retail","","Entrepreneurship"
"Retail","","Ergonomics"
"Retail","","Focus"
"Retail","","Forecasting"
"Retail","","Hardware/Software Co-Design"
"Retail","","Hazard Analysis"
"Retail","","Hazards"
"Retail","","Innovation"
"Retail","","Inventory Control"
"Retail","","LED Lighting"
"Retail","","Logic Synthesis"
"Retail","","Logistics"
"Retail","","Managing Competencies"
"Retail","","Objectives"
"Retail","","Personal Security"
"Retail","","Planning"
"Retail","","Power-Aware Computing"
"Retail","","Process Integration"
"Retail","","Product And Functional Safety"
"Retail","","Product Security"
"Retail","","Project Management"
"Retail","","Reliability"
"Retail","","Reliable Power"
"Retail","","RFID"
"Retail","","Risk Assessment"
"Retail","","Risk Mitigation"
"Retail","","Secure Coding (Counterfeiting Avoidance)"
"Retail","","Service Life"
"Retail","","Situational Awareness"
"Retail","","Tampering"
"Retail","","Testing And Verification"
"Retail","","Timing"
"Retail","","Trust"
"Retail","","Vulnerability"
"Retail","","Warning Systems"
"Retail","","Warranty"
"Transportation","","3D Imaging"
"Transportation","","Alternate Fuel"
"Transportation","","Alternate Propulsion"
"Transportation","","Antennas"
"Transportation","","Autonomous Vehicles"
"Transportation","","Availability"
"Transportation","","Business"
"Transportation","","Collision Avoidance"
"Transportation","","Condition Based Maintenance"
"Transportation","","Congestion Management"
"Transportation","","Corrosion"
"Transportation","","Decision Making"
"Transportation","","Delivery"
"Transportation","","Demand Projection"
"Transportation","","Dependability"
"Transportation","","Design"
"Transportation","","Design Automation"
"Transportation","","Design For Manufacture"
"Transportation","","Design Verification"
"Transportation","","Detection Systems"
"Transportation","","Distributed Sensor Networks"
"Transportation","","Efficiency"
"Transportation","","Electric Traction"
"Transportation","","Embedded Systems"
"Transportation","","Emergency Traffic Administration"
"Transportation","","Emissions"
"Transportation","","Endurance"
"Transportation","","Energy Storage"
"Transportation","","Entrepreneurship"
"Transportation","","Environmental Protection"
"Transportation","","Ergonomics"
"Transportation","","Fail-Safe Systems"
"Transportation","","Failure Mode & Effects Baseline"
"Transportation","","Failures"
"Transportation","","Fault"
"Transportation","","Field Failures"
"Transportation","","Focus"
"Transportation","","Fuel Cells"
"Transportation","","Fuel Injectors"
"Transportation","","GPS"
"Transportation","","Hardware/Software Co-Design"
"Transportation","","High Energy Density Capacitors"
"Transportation","","Human-Machine Interaction"
"Transportation","","Human-Machine Interface"
"Transportation","","Hybrid"
"Transportation","","Immunity"
"Transportation","","Infrastructure"
"Transportation","","Innovation"
"Transportation","","ITS"
"Transportation","","Ladar"
"Transportation","","Lasers"
"Transportation","","LEDs"
"Transportation","","Lidar"
"Transportation","","Limited Life Items"
"Transportation","","Logic Synthesis"
"Transportation","","Logistics"
"Transportation","","Maintainability"
"Transportation","","Maintenance"
"Transportation","","Managing Competencies"
"Transportation","","Mechanical Stress Analysis"
"Transportation","","Objectives"
"Transportation","","Power-Aware Computing"
"Transportation","","Process Integration"
"Transportation","","Prognostics"
"Transportation","","Project Management"
"Transportation","","Reliability"
"Transportation","","Risk Assessment"
"Transportation","","Risk Mitigation"
"Transportation","","Safety"
"Transportation","","Security"
"Transportation","","Sensing"
"Transportation","","Sensors For Condition-Based Maintenance"
"Transportation","","Service Life"
"Transportation","","Shipping"
"Transportation","","Solid State Lighting"
"Transportation","","Space Commercialization"
"Transportation","","Supportability"
"Transportation","","Susceptibility"
"Transportation","","System Safety"
"Transportation","","Target Avoidance Radar"
"Transportation","","Testability"
"Transportation","","Testing And Verification"
"Transportation","","Timing"
"Transportation","","Vehicle And Cargo Locations"
"Transportation","","Vulnerability"
"Transportation","","Warning Systems"
"Transportation","","Warranty"
"Transportation","","Wireless Control And Communication"
"Transportation","","Wireless Propagation And Impairments"
