"Conference Name","Sector","Tags","S/C's","Description","Web Address"
"2007 IEEE 8th Workshop on Signal Processing Advances in Wireless Communications (SPAWC 2007)","","","","",""
"2007 IEEE 9th International Conference on Inorganic Scintillators and their Applications (SCINT 2007)","Untitled entry (ID: 85408)","","","",""
"2007 IEEE 9th Workshop on Multimedia Signal Processing (MMSP)","","","","",""
"2007 IEEE 10th International Conference on Rehabilitation Robotics: Robots Care (ICORR 2007)","Healthcare, Computing & IT","","","",""
"2007 IEEE 10th International Conference on Rehabilitation Robotics: Robots Care (ICORR 2007)","Healthcare","","","",""
"2007 IEEE 10th International Symposium on Workload Characterization (IISWC) (Formerly WWC)","Computing & IT","","","",""
"2007 IEEE 11th International Conference on Computer Vision (ICCV)","Computing & IT, Education, Communications","","","",""
"2007 IEEE 11th Workshop on Future Trends of Distributed Computing Systems - FTDCS","Education, Computing & IT","","","",""
"2007 IEEE 13th International Mixed Signal Testing Workshop (IMSTW 2007)","Computing & IT, Communications, Education, Manufacturing & Devices","","","",""
"2007 IEEE 13th International Symposium on High Performance Computer Architecture (HPCA)","Education, Computing & IT","","","",""
"2007 IEEE 15th International Conference on Program Comprehension (ICPC) (formerly IWPC)","Defense, Computing & IT","","","",""
"2007 IEEE 15th International Fuzzy Systems Conference (FUZZ-IEEE)","","","","",""
"2007 IEEE 15th International Symposium on Modeling,Analysis & Simulation of Computer and Telecommunication Systems (MASCOTS)","Computing & IT, Education, Communications","","","",""
"2007 IEEE 16th Asian Test Symposium (ATS)","Education, Computing & IT, Manufacturing & Devices","","","",""
"2007 IEEE 16th Workshop on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE)","Computing & IT, Communications, Education, Manufacturing & Devices","","","",""
"2007 IEEE 18th International Symposium on Personal, Indoor and Mobile Radio Communications - (PIMRC 2007)","Communications","","","",""
"2007 IEEE 18th Symposium on Computer Arithmetic (ARITH)","Education, Computing & IT","","","",""
"2007 IEEE 19th International Conference on Indium Phosphide & Related Materials (IPRM)","","","","",""
"2007 IEEE 19th International Conference on Indium Phosphide & Related Materials (IPRM)","","","","",""
"2007 IEEE 20th Computer Security Foundations Symposium (CSF) (Formerly known as CSFW)","Entertainment, Communications, Financial Services, Computing & IT, Manufacturing & Devices, Defense, Healthcare, Critical Infrastructure, Education","","","",""
"2007 IEEE 20th Conference on Software Engineering Education and Training - (CSEET)","Education, Computing & IT","","","",""
"2007 IEEE 20th International Conference on Micro Electro Mechanical Systems (MEMS)","Computing & IT, Manufacturing & Devices, Communications","","","",""
"2007 IEEE 20th International Vacuum Nanoelectronics Conference (IVNC)","","","","",""
"2007 IEEE 22nd Annual Conference on Computational Complexity (CCC)","Computing & IT","","","",""
"2007 IEEE 22nd International Symposium on Intelligent Control (ISIC) part of the IEEE Multi-Conference on Systems & Control (MSC)","","","","",""
"2007 IEEE 22nd Symposium on Fusion Engineering - SOFE","","","","",""
"2007 IEEE 23rd International Conference on Data Engineering (ICDE 2007)","Entertainment, Manufacturing & Devices, Healthcare, Education, Financial Services, Critical Infrastructure, Defense, Computing & IT","","","",""
"2007 IEEE 24th Symposium on Mass Storage Systems and Technologies (MSST)","Entertainment, Manufacturing & Devices, Healthcare, Education, Financial Services, Critical Infrastructure, Defense, Computing & IT","","","",""
"2007 IEEE 26th Symposium on Reliable Distributed Systems (SRDS 2007)","Education, Computing & IT","","","",""
"2007 IEEE 28th Real-Time Systems Symposium (RTSS)","Computing & IT","","","",""
"2007 IEEE 29th International Conference on Software Engineering (ICSE)","Computing & IT, Entertainment, Communications, Education","","","",""
"2007 IEEE 31st International Computer Software and Applications Conference COMPSAC 2007","Defense, Computing & IT","","","",""
"2007 IEEE 32nd Conference on Local Computer Networks (LCN 2007)","Computing & IT, Entertainment, Communications, Education, Financial Services","","","",""
"2007 IEEE 34th International Conference on Plasma Science (ICOPS)","","","","",""
"2007 IEEE 38th Semiconductor Interface Specialists Conference (SISC)","","","","",""
"2007 IEEE 48th Annual Conference on Foundations of Computer Science - FOCS","Entertainment, Manufacturing & Devices, Healthcare, Communications, Education, Financial Services, Defense, Computing & IT","","","",""
"2007 IEEE 57th Annual Broadcast Symposium (BTS)","","","","",""
"2007 IEEE 57th Electronic Components and Technology Conference (ECTC 2007)","","","","",""
"2007 IEEE Aerospace Conference","","","","",""
"2007 IEEE Antennas and Propagation Society International Symposium","","","","",""
"2007 IEEE Applied Electromagnetics Conference (AEMC)","","","","",""
"2007 IEEE Applied Electromagnetics Conference (AEMC)","","","","",""
"2007 IEEE Applied Power Electronics Conference and Exposition - APEC 2007","","","","",""
"2007 IEEE Applied Power Electronics Conference and Exposition - APEC 2007","","","","",""
"2007 IEEE Asian Solid-State Circuits Conference (A-SSCC)","","","","",""
"2007 IEEE Asia-Pacific Services Computing Conference (APSCC)","Education, Computing & IT, Financial Services","","","",""
"2007 IEEE AUTOTESTCON","Defense, Manufacturing & Devices","","","",""
"2007 IEEE AUTOTESTCON","Defense, Manufacturing & Devices","","","",""
"2007 IEEE Avionics, Fiber- Optics and Photonics Technology Conference (AVFOP)","Defense, Computing & IT, Communications, Environment","","","",""
"2007 IEEE Biomedical Circuits and Systems Conference - Healthcare Technology (BioCAS)","","","","",""
"2007 IEEE Bipolar/BiCMOS Circuits and Technology Meeting - BCTM","","","","",""
"2007 IEEE Bipolar/BiCMOS Circuits and Technology Meeting - BCTM","","","","",""
"2007 IEEE Canada Electrical Power Conference (EPC 2007)","","","","",""
"2007 IEEE Communication Theory Workshop (CTW)","Communications","","","",""
"2007 IEEE Compound Semiconductor Integrated Circuit Symposium (CSICS) (Formerly GaAs IC Symposium)","","","","",""
"2007 IEEE Compound Semiconductor Integrated Circuit Symposium (CSICS) (Formerly GaAs IC Symposium)","","","","",""
"2007 IEEE Compound Semiconductor Integrated Circuit Symposium (CSICS) (Formerly GaAs IC Symposium)","","","","",""
"2007 IEEE Computer Society Annual Symposium on VLSI (ISVLSI)","Entertainment, Communications, Financial Services, Computing & IT, Manufacturing & Devices, Defense, Healthcare, Critical Infrastructure, Education","","","",""
"2007 IEEE Conference on Advanced Video and Signal based Surveillance (AVSS)","Defense","","","",""
"2007 IEEE Conference on Advanced Video and Signal based Surveillance (AVSS)","Manufacturing & Devices, Communications, Defense, Education, Computing & IT, Entertainment, Financial Services","","","",""
"2007 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)","Manufacturing & Devices, Communications, Defense, Education, Computing & IT, Entertainment, Financial Services","","","",""
"2007 IEEE Conference on Electrical Insulation and Dielectric Phenomena - (CEIDP 2007)","Agriculture, Environment, Healthcare, Communications, Education, Transportation, Energy, Defense","","","",""
"2007 IEEE Conference on Electron Devices and Solid- State Circuits (EDSSC)","","","","",""
"2007 IEEE Conference on Emerging Technologies & Factory Automation (ETFA 2007)","","","","",""
"2007 IEEE Conference on Exploring Quantifiable IT Yields (EQUITY 2007)","Computing & IT","","","",""
"2007 IEEE Conference on e-Business Engineering (ICEBE)","Financial Services, Computing & IT, Communications, Education","","","",""
"2007 IEEE Conference on the History of Electric Power","","","","",""
"2007 IEEE Conference on Tools with Artificial Intelligence (TAI) (ICTAI)","Entertainment, Manufacturing & Devices, Healthcare, Communications, Education, Financial Services, Defense, Computing & IT","","","",""
"2007 IEEE Congress on Evolutionary Computation (CEC)","","","","",""
"2007 IEEE Congress on Services (SERVICES)","Computing & IT","","","",""
"2007 IEEE Custom Integrated Circuits Conference -CICC 2007","","","","",""
"2007 IEEE Custom Integrated Circuits Conference -CICC 2007","","","","",""
"2007 IEEE Design and Diagnostics of Electronic Circuits and Systems (DDECS)","Defense, Computing & IT, Education, Manufacturing & Devices","","","",""
"2007 IEEE East-West Design & Test Symposium (EWDTS)","Critical Infrastructure, Computing & IT","","","",""
"2007 IEEE Electric Ship Technologies Symposium (ESTS 2007)","","","","",""
"2007 IEEE Electric Ship Technologies Symposium (ESTS 2007)","","","","",""
"2007 IEEE Electric Ship Technologies Symposium (ESTS 2007)","","","","",""
"2007 IEEE Electric Ship Technologies Symposium (ESTS 2007)","Defense, Transportation, Energy","","","",""
"2007 IEEE Electric Ship Technologies Symposium (ESTS 2007)","","","","",""
"2007 IEEE Electric Ship Technologies Symposium (ESTS 2007)","","","","",""
"2007 IEEE Electric Ship Technologies Symposium (ESTS 2007)","","","","",""
"2007 IEEE Electric Ship Technologies Symposium (ESTS 2007)","","","","",""
"2007 IEEE Electrical Performance of Electronic Packaging (EPEP)","","","","",""
"2007 IEEE Electrical Performance of Electronic Packaging (EPEP)","","","","",""
"2007 IEEE Electrical Safety, Technical and Mega Projects Workshop (ESTMP)","","","","",""
"2007 IEEE European Conference on Web Services (ECOWS)","Computing & IT, Entertainment, Communications, Education, Financial Services","","","",""
"2007 IEEE European Systems Packaging Workshop - (ESPW 2007)","Education, Computing & IT","","","",""
"2007 IEEE European Systems Packaging Workshop - (ESPW 2007)","","","","",""
"2007 IEEE Frontiers in Education Conference (FIE)","Education, Computing & IT","","","",""
"2007 IEEE Frontiers in Education Conference (FIE)","","","","",""
"2007 IEEE GEOSS Workshop - Implementing a System of Systems I","","","","",""
"2007 IEEE GEOSS Workshop - Implementing a System of Systems I","","","","",""
"2007 IEEE Global Internet Symposium (GI 2007)  (Inconjunction with IEEE INFOCOM 2007)","Communications, Computing & IT","","","",""
"2007 IEEE Holm Conference on Electrical Contacts","","","","",""
"2007 IEEE Hot Chips 19 Symposium (HCS)","Computing & IT","","","",""
"2007 IEEE Hot Chips 19 Symposium (HCS)","","","","",""
"2007 IEEE Industrial Energy Efficiency Workshop","","","","",""
"2007 IEEE Industry Applications Society Annual Meeting","","","","",""
"2007 IEEE Information Assurance Workshop (IAW)","","","","",""
"2007 IEEE Information Theory Workshop on Information Theory for Wireless Networks (ITW)","Communications, Computing & IT","","","",""
"2007 IEEE Information Theory Workshop (ITW)","Communications, Computing & IT","","","",""
"2007 IEEE Instrumentation & Measurement Technology Conference - IMTC 2007","Environment, Agriculture, Education, Communications, Computing & IT, Energy, Transportation, Critical Infrastructure, Manufacturing & Devices, Healthcare","","","",""
"2007 IEEE Intelligence and Security Informatics (ISI 2007)","","","","",""
"2007 IEEE Intelligence and Security Informatics (ISI 2007)","","","","",""
"2007 IEEE Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications (IDAACS)","Manufacturing & Devices, Transportation, Energy, Healthcare, Computing & IT, Environment","","","",""
"2007 IEEE Intelligent Transportation Systems Conference - (ITSC 2007)","","","","",""
"2007 IEEE Intelligent Vehicles Symposium (IV)","","","","",""
"2007 IEEE International Behavioral Modeling and Simulation Workshop (BMAS 2007)","","","","",""
"2007 IEEE International Carnahan Conference on Security Technology (ICCST)","","","","",""
"2007 IEEE International Conference on Advanced Learning Technologies (ICALT)","Education, Computing & IT","","","",""
"2007 IEEE International Conference on Automation and Logistics (ICAL)","Transportation, Computing & IT, Manufacturing & Devices","","","",""
"2007 IEEE International Conference on Automation Science and Engineering (CASE 2007)","Retail, Computing & IT, Healthcare, Manufacturing & Devices","","","",""
"2007 IEEE International Conference on Autonomic Computing (ICAC)","Education, Computing & IT","","","",""
"2007 IEEE International Conference on Bioinformatics and Biomedicine (BIBM)","Healthcare, Education, Computing & IT","","","",""
"2007 IEEE International Conference on Cluster Computing (CLUSTER)","Education, Computing & IT, Manufacturing & Devices","","","",""
"2007 IEEE International Conference on Computational Cybernetics (ICCC)","","","","",""
"2007 IEEE International Conference on Computational Intelligence for Measurement Systems and Applications (CIMSA)","Manufacturing & Devices, Environment, Energy, Communications, Computing & IT, Healthcare, Transportation","","","",""
"2007 IEEE International Conference on Computational Intelligence for Measurement Systems and Applications (CIMSA)","","","","",""
"2007 IEEE International Conference on Computer Design ICCD 2007","","","","",""
"2007 IEEE International Conference on Computer Design ICCD 2007","Education, Computing & IT, Manufacturing & Devices","","","",""
"2007 IEEE International Conference on Consumer Electronics (ICCE)","","","","",""
"2007 IEEE International Conference on Control and Automation (ICCA)","","","","",""
"2007 IEEE International Conference on Control Applications (CCA) part of the IEEE Multi-Conference on Systems & Control (MSC)","","","","",""
"2007 IEEE International Conference on Data Mining (ICDM)","Financial Services, Computing & IT, Healthcare, Education","","","",""
"2007 IEEE International Conference on Dependable Systems & Networks With FTCS & DCC (DSN)","Entertainment, Communications, Financial Services, Computing & IT, Manufacturing & Devices, Defense, Healthcare, Critical Infrastructure, Education","","","",""
"2007 IEEE International Conference on Engineering of Complex Computer Systems - (ICECCS)","Financial Services, Computing & IT, Education, Manufacturing & Devices","","","",""
"2007 IEEE International Conference on Granular Computing (GrC-2007)","","","","",""
"2007 IEEE International Conference on Grey Systems and Intelligent Services (GSIS 2007)","","","","",""
"2007 IEEE International Conference on IC Design & Technology (ICICDT)","","","","",""
"2007 IEEE International Conference on Information Reuse & Integration (2007 IRI)","","","","",""
"2007 IEEE International Conference on Integration Technology (ICIT)","Computing & IT, Manufacturing & Devices","","","",""
"2007 IEEE International Conference on Mechatronics (ICM)","","","","",""
"2007 IEEE International Conference on Microelectronic Systems Education (MSE)","Entertainment, Manufacturing & Devices, Healthcare, Communications, Education, Financial Services, Defense, Computing & IT","","","",""
"2007 IEEE International Conference on Microelectronic Test Structures (ICMTS)","","","","",""
"2007 IEEE International Conference on Mobile Adhoc and Sensor Systems (MASS)","Computing & IT, Education, Communications","","","",""
"2007 IEEE International Conference on Multimedia and Expo (ICME)","","","","",""
"2007 IEEE International Conference on Multimedia and Expo (ICME)","Computing & IT","","","",""
"2007 IEEE International Conference on Multimedia and Expo (ICME)","Computing & IT, Entertainment, Communications, Education","","","",""
"2007 IEEE International Conference on Multimedia and Expo (ICME)","Computing & IT, Entertainment, Communications, Education","","","",""
"2007 IEEE International Conference on Network Protocols (ICNP)","Communications, Computing & IT","","","",""
"2007 IEEE International Conference on Networking, Sensing and Control (ICNSC)","","Physical Computing","Man & Cybernetics, Computer, Instrumentation & Measurement, Control Systems","",""
"2007 IEEE International Conference on Pervasive Computing and Communications (PerCom)","Entertainment, Manufacturing & Devices, Healthcare, Communications, Education, Financial Services, Defense, Computing & IT","","","",""
"2007 IEEE International Conference on Portable Information Devices (PORTABLE)","","","","",""
"2007 IEEE International Conference on Portable Information Devices (PORTABLE)","","","","",""
"2007 IEEE International Conference on Portable Information Devices (PORTABLE)","","","","",""
"2007 IEEE International Conference on Portable Information Devices (PORTABLE)","Healthcare, Computing & IT, Communications","","","",""
"2007 IEEE International Conference on Portable Information Devices (PORTABLE)","Healthcare, Computing & IT, Communications","","","",""
"2007 IEEE International Conference on Portable Information Devices (PORTABLE)","","","","",""
"2007 IEEE International Conference on RFID (IEEE RFID 2007)","","","","",""
"2007 IEEE International Conference on RFID (IEEE RFID 2007)","","","","",""
"2007 IEEE International Conference on RFID (IEEE RFID 2007)","","","","",""
"2007 IEEE International Conference on RFID (IEEE RFID 2007)","","","","",""
"2007 IEEE International Conference on RFID (IEEE RFID 2007)","","","","",""
"2007 IEEE International Conference on RFID (IEEE RFID 2007)","Defense, Computing & IT, Healthcare, Critical Infrastructure","","","",""
"2007 IEEE International Conference on RFID (IEEE RFID 2007)","Computing & IT, Critical Infrastructure, Defense, Communications, Healthcare","","","",""
"2007 IEEE International Conference on RFID (IEEE RFID 2007)","","","","",""
"2007 IEEE International Conference on RFID (IEEE RFID 2007)","","","","",""
"2007 IEEE International Conference on Robotics and Automation (ICRA)","Environment, Defense, Agriculture, Entertainment, Education, Communications, Computing & IT, Transportation, Manufacturing & Devices, Healthcare","","","",""
"2007 IEEE International Conference on Robotics and Biomimetics (ROBIO)","Computing & IT, Manufacturing & Devices","","","",""
"2007 IEEE International Conference on Service Operations and Logistics, and Informatics (SOLI)","","","","",""
"2007 IEEE International Conference on Services Computing (SCC)","Education, Computing & IT","","","",""
"2007 IEEE International Conference on Service-Oriented Computing and Applications (SOCA)","Defense, Computing & IT","","","",""
"2007 IEEE International Conference on Software Engineering and Formal Methods (SEFM)","Defense, Computing & IT","","","",""
"2007 IEEE International Conference on Software Maintenance (ICSM)","Communications, Defense, Education, Computing & IT, Healthcare, Entertainment, Financial Services","","","",""
"2007 IEEE International Conference on Software - Science, Technology and Engineering (SWSTE)","Computing & IT, Critical Infrastructure, Manufacturing & Devices, Education, Communications","","","",""
"2007 IEEE International Conference on Solid Dielectrics (ICSD)","Environment, Healthcare, Manufacturing & Devices, Education, Transportation, Critical Infrastructure, Energy, Defense","","","",""
"2007 IEEE International Conference on System of Systems Engineering (SoSE)","Computing & IT, Critical Infrastructure, Retail, Education, Financial Services","","","",""
"2007 IEEE International Conference on System of Systems Engineering (SoSE)","","","","",""
"2007 IEEE International Conference on System of Systems Engineering (SoSE)","","","","",""
"2007 IEEE International Conference on Systems, Man and Cybernetics - SMC","","","","",""
"2007 IEEE International Conference on Ultra-Wideband (ICUWB) (Former Joint UWBST / IWUWBS)","","","","",""
"2007 IEEE International Conference on Ultra-Wideband (ICUWB) (Former Joint UWBST / IWUWBS)","Communications","","","",""
"2007 IEEE International Conference on Vehicular Electronics and Safety (ICVES 2007)","","","","",""
"2007 IEEE International Conference on Web Services (ICWS)","Education, Computing & IT","","","",""
"2007 IEEE International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)","Defense, Computing & IT, Communications","","","",""
"2007 IEEE International Conf. on Application-specific Systems, Architectures and Processors (ASAP)","Critical Infrastructure, Computing & IT","","","",""
"2007 IEEE International Electric Machines & Drives Conference - IEMDC","","","","",""
"2007 IEEE International Electric Machines & Drives Conference - IEMDC","","","","",""
"2007 IEEE International Electric Machines & Drives Conference - IEMDC","","","","",""
"2007 IEEE International Electric Machines & Drives Conference - IEMDC","","","","",""
"2007 IEEE International Electron Devices Meeting (IEDM)","","","","",""
"2007 IEEE International Engineering Management Conference - EM 2007 (IEMC)","Communications, Energy, Retail, Healthcare, Manufacturing & Devices, Agriculture, Education, Entertainment, Computing & IT, Critical Infrastructure, Transportation, Financial Services, Defense, Environment","","","",""
"2007 IEEE International High Level Design Validation and Test Workshop (HLDVT)","Computing & IT","","","",""
"2007 IEEE International Integrated Reliability Workshop (IRW)","","","","",""
"2007 IEEE International Integrated Reliability Workshop (IRW)","","","","",""
"2007 IEEE International Interconnect Technology Conference - IITC","","","","",""
"2007 IEEE International Magnet Technology Conference (MT-20)","","","","",""
"2007 IEEE International On-Line Testing Symposium (IOLTS 2007)","Education, Computing & IT","","","",""
"2007 IEEE International Parallel & Distributed Processing Symposium (IPDPS)","Education, Computing & IT","","","",""
"2007 IEEE International Performance Computing and Communications Conference (IPCCC)","Computing & IT, Education, Communications","","","",""
"2007 IEEE International Professional Communication Conference (IPCC 2007)","","","","",""
"2007 IEEE International Reliability Physics Symposium (IRPS)","","","","",""
"2007 IEEE International Reliability Physics Symposium (IRPS)","","","","",""
"2007 IEEE International SOC Conference (SOCC)","","","","",""
"2007 IEEE International SOI Conference","","","","",""
"2007 IEEE International Solid- State Circuits Conference - (ISSCC)","","","","",""
"2007 IEEE International Solid- State Circuits Conference - (ISSCC)","","","","",""
"2007 IEEE International Symposium on Approximate Dynamic Programming and Reinforcement Learning (ADPRL)","","","","",""
"2007 IEEE International Symposium on Assembly and Manufacturing (ISAM) (Formerly ISATP)","Computing & IT, Manufacturing & Devices","","","",""
"2007 IEEE International Symposium on Broadband Multimedia Systems and Broadcasting","","","","",""
"2007 IEEE International Symposium on Circuits and Systems - ISCAS 2007","","","","",""
"2007 IEEE International Symposium on Cluster Computing and the Grid (CCGrid)","Education, Computing & IT","","","",""
"2007 IEEE International Symposium on Consumer Electronics - (ISCE 2007)","","","","",""
"2007 IEEE International Symposium on Dependable Autonomic and Secure Computing (DASC)","Financial Services, Defense, Computing & IT, Education","","","",""
"2007 IEEE International Symposium on Diagnostics for Electric Machines, Power Electronics and Drives - (SDEMPED 2007)","","","","",""
"2007 IEEE International Symposium on Diagnostics for Electric Machines, Power Electronics and Drives - (SDEMPED 2007)","","","","",""
"2007 IEEE International Symposium on Diagnostics for Electric Machines, Power Electronics and Drives - (SDEMPED 2007)","","","","",""
"2007 IEEE International Symposium on Electromagnetic Compatibility - EMC 2007","Transportation, Defense, Critical Infrastructure, Environment","","","",""
"2007 IEEE International Symposium on Electronics and the Environment (ISEE)","Computing & IT, Environment","","","",""
"2007 IEEE International Symposium on High-Assurance Systems Engineering (HASE)","Computing & IT, Critical Infrastructure, Defense, Education, Financial Services","","","",""
"2007 IEEE International Symposium on Industrial Electronics (ISIE 2007)","","","","",""
"2007 IEEE International Symposium on Information Theory - ISIT","Communications, Computing & IT","","","",""
"2007 IEEE International Symposium on Intelligent Signal Processing - (WISP 2007)","Manufacturing & Devices, Environment, Energy, Communications, Computing & IT, Healthcare, Transportation","","","",""
"2007 IEEE International Symposium on Multimedia (ISM) (Formerly MSE)","Computing & IT, Education, Communications","","","",""
"2007 IEEE International Symposium on Nanoscale Architecture (NANOARCH)","Computing & IT, Education, Communications","","","",""
"2007 IEEE International Symposium on Network Computing and Applications (NCA)","Education, Computing & IT","","","",""
"2007 IEEE International Symposium on Performance Analysis of Systems & Software (ISPASS)","Education, Computing & IT","","","",""
"2007 IEEE International Symposium on Power Line Communications and Its Applications (ISPLC)","Communications, Energy","","","",""
"2007 IEEE International Symposium on Power Line Communications and Its Applications (ISPLC)","","","","",""
"2007 IEEE International Symposium on Precision Clock Synchronization for Measurement, Control and Communication (ISPCS)","Computing & IT, Manufacturing & Devices, Communications","","","",""
"2007 IEEE International Symposium on Precision Clock Synchronization for Measurement, Control and Communication (ISPCS)","","","","",""
"2007 IEEE International Symposium on Semiconductor Manufacturing (ISSM)","","","","",""
"2007 IEEE International Symposium on Semiconductor Manufacturing (ISSM)","","","","",""
"2007 IEEE International Symposium on Signal Processing and Information Technology (ISSPIT)","","","","",""
"2007 IEEE International Symposium on Signal Processing and Information Technology (ISSPIT)","Computing & IT, Entertainment, Communications, Education, Financial Services","","","",""
"2007 IEEE International Symposium on Software Reliability Engineering (ISSRE)","","","","",""
"2007 IEEE International Symposium on Software Reliability Engineering (ISSRE)","Critical Infrastructure, Computing & IT, Education","","","",""
"2007 IEEE International Symposium on Technology and Society (ISTAS)","","","","",""
"2007 IEEE International Symposium on the Applications of Ferroelectrics (ISAF)","","","","",""
"2007 IEEE International Symposium on Wireless Communication Systems (ISWCS 2007)","","","","",""
"2007 IEEE International Symposium on Wireless Communication Systems (ISWCS 2007)","Communications","","","",""
"2007 IEEE International Symposium on ""A World of Wireless, Mobile and Multimedia Networks"" (WOWMOM)","Communications, Entertainment, Untitled entry (ID: 85409), Computing & IT, Untitled entry (ID: 85412)","","","",""
"2007 IEEE International Test Conference (ITC)","Computing & IT, Critical Infrastructure, Manufacturing & Devices, Defense, Education","","","",""
"2007 IEEE International Test Synthesis Workshop - ITSW","Computing & IT","","","",""
"2007 IEEE International Vacuum Electronics Conference (IVEC)","","","","",""
"2007 IEEE International Working Conference on Source Code Analysis and Manipulation (SCAM 2007)","Computing & IT","","","",""
"2007 IEEE International Workshop on Advanced Methods for Uncertainty Estimation in Measurement (AMUEM 2007)","Manufacturing & Devices, Transportation, Energy, Healthcare, Education, Environment","","","",""
"2007 IEEE International Workshop on Analysis and Modeling of Faces and Gestures (AMFG)","Entertainment, Manufacturing & Devices, Healthcare, Communications, Education, Financial Services, Defense, Computing & IT","","","",""
"2007 IEEE International Workshop On Automated Test Equipment: Vision ATE 2020 (ATE)","Education, Computing & IT, Manufacturing & Devices","","","",""
"2007 IEEE International Workshop on Current and Defect Based Testing (DBT)","Computing & IT, Critical Infrastructure, Manufacturing & Devices, Defense, Education","","","",""
"2007 IEEE International Workshop on Databases for Next Generation Researchers (SWOD) (in conjunction with ICDE 2007)","Education, Computing & IT, Financial Services","","","",""
"2007 IEEE International Workshop on Design for Manufacturability and Yield (DFM&Y)","Education, Computing & IT, Manufacturing & Devices","","","",""
"2007 IEEE International Workshop on Genomic Signal Processing and Statistics (GENSIPS)","","","","",""
"2007 IEEE International Workshop on Haptic Audio Visual Environments and their Applications (HAVE 2007)","Manufacturing & Devices, Communications, Transportation, Healthcare, Computing & IT, Environment","","","",""
"2007 IEEE International Workshop on Horizontal Interactive Human Computer System (TABLETOP)","Computing & IT, Entertainment, Education, Manufacturing & Devices","","","",""
"2007 IEEE International Workshop on Imaging Systems and Techniques (IST)","Healthcare, Computing & IT, Environment","","","",""
"2007 IEEE International Workshop on Medical Measurement and Applications (MeMeA)","Healthcare","","","",""
"2007 IEEE International Workshop on Memory Technology, Design and Testing (MTDT)","Computing & IT, Communications, Education, Manufacturing & Devices","","","",""
"2007 IEEE International Workshop on Microprocessor Test and Verification (MTV)","Education, Computing & IT, Manufacturing & Devices","","","",""
"2007 IEEE International Workshop on Open Source Test Technology Tools (IOST3)","Education, Computing & IT, Manufacturing & Devices","","","",""
"2007 IEEE International Workshop on Safety, Security, & Rescue Robotics (SSRR)","Defense, Critical Infrastructure, Environment","","","",""
"2007 IEEE International Workshop Technical Committee on Communications Quality and Reliability (CQR 2007)","Communications","","","",""
"2007 IEEE Intl. Workshop on Radio-Frequency Integration Technology (RFIT): Enabling Technologies for Emerging Wireless Systems","","","","",""
"2007 IEEE Intl. Workshop on Register Transfer Level and High Level Testing (WRTLT)","Education, Computing & IT","","","",""
"2007 IEEE LEOS Workshop on Interconnections Within High Speed Digital Systems (HSD)","","","","",""
"2007 IEEE Magnetic Recording Conference - TMRC 2007","Computing & IT, Manufacturing & Devices","","","",""
"2007 IEEE Mobile WiMAX Symposium (formerly IEEE 802.16e)","Communications","","","",""
"2007 IEEE Multi-Conference on Systems and Control (MSC)","","","","",""
"2007 IEEE Nuclear Science Symposium and Medical Imaging Conference (2007 NSS/MIC)","","","","",""
"2007 IEEE Nuclear & Space Radiation Effects Conference (NSREC 2007)","","","","",""
"2007 IEEE Particle Accelerator Conference (PAC)","Communications, Energy, Retail, Healthcare, Manufacturing & Devices, Agriculture, Education, Entertainment, Computing & IT, Critical Infrastructure, Transportation, Financial Services, Defense, Environment","","","",""
"2007 IEEE PES Substations Committee Annual Meeting","","","","",""
"2007 IEEE Petroleum and Chemical Industry Technical Conference (PCIC 2007)","","","","",""
"2007 IEEE Power Electronics Specialists Conference - PESC 2007","","","","",""
"2007 IEEE Power Engineering Society Conference and Exposition in Africa (PowerAfrica 2007)","","","","",""
"2007 IEEE Power Engineering Society General Meeting","","","","",""
"2007 IEEE Power Tech","","","","",""
"2007 IEEE Pulp and Paper Industry Conference - PPIC","","","","",""
"2007 IEEE Pulsed Power Plasma Science Conference (PPPS 2007)","","","","",""
"2007 IEEE Radar Conference","","","","",""
"2007 IEEE Radiation Effects Data Workshop (in conjunction with NSREC 2007)","","","","",""
"2007 IEEE Radio and Wireless Symposium (RWS)","","","","",""
"2007 IEEE Radio and Wireless Symposium (RWS)","Communications","","","",""
"2007 IEEE Radio Frequency Integrated Circuits Symposium (RFIC)","","","","",""
"2007 IEEE Radio Frequency Integrated Circuits Symposium (RFIC)","","","","",""
"2007 IEEE Radio Frequency Integrated Circuits Symposium (RFIC)","","","","",""
"2007 IEEE Real-Time & Embedded Technology and Applications Symposium (RTAS)","Computing & IT","","","",""
"2007 IEEE Rural Electric Power Conference (REPC)","","","","",""
"2007 IEEE Sarnoff Symposium","","","","",""
"2007 IEEE Sarnoff Symposium","","","","",""
"2007 IEEE Sarnoff Symposium","","","","",""
"2007 IEEE Sarnoff Symposium","Communications, Computing & IT","","","",""
"2007 IEEE Sensors","","","","",""
"2007 IEEE Sensors Applications Symposium (SAS)","Manufacturing & Devices, Transportation, Energy, Healthcare, Critical Infrastructure, Environment","","","",""
"2007 IEEE Southwest Test Workshop (SWTW 2007)","Critical Infrastructure, Computing & IT","","","",""
"2007 IEEE Swarm Intelligence Symposium (SIS)","","","","",""
