conference ID|year|name|description|url
6198|1998|Supercomputing 1998 - SC||
6199|1998|1998 2nd International Workshop on Design of Mixed- Mode Integrated Circuits and Applications||http://www-elec.inaoep.mx/workshop98/intro.html
6202|1998|1998 17th International Conference on Thermoelectrics (ICT '98)||http://www.its.org/ict98
6204|1998|1998 IEEE International Workshop on "Fundamentals for the New Millennium" (TCQR '98)||http://www.comsoc.org/overview/quality.html
6205|2000|2000 IEEE Nuclear & Space Radiation Effects Conference (NSREC 2000)||http://www.nsrec.com
6206|2001|2001 IEEE Nuclear & Space Radiation Effects Conference (NSREC 2001)||http://www.nsrec.com/npssnews.htm
6208|1998|1998 IEEE Data Compression Conference (DCC '98)||
6210|1998|1998 IEEE 3rd International Workshop on System Management||
6211|1998|1998 VLSI Test Tutorials||
6212|1998|1998 IEEE VLSI Test Symposium (VTS)||
6213|1998|1998 IEEE 13th Annual Workshop on Computer Communications (CCW)||http://home1.gte.net/nikhil/ccwnet.html
6214|1999|1999 IEEE Digital Cross Connect Systems Workshop VIII||http://198.64.191.8/dcs
6215|1998|1998 IEEE International Conference on Intelligent Engineering Systems (INES)||
6216|1998|1998 IEEE Symposium on Computers and Communications (ISCC)||http://www.cs.bu.edu/fta/amass/iscc
6217|1998|1998 IFIP/IEEE International Workshop on Distributed Systems:  Operations and Management - (DSOM)||
6218|1998|1998 5th Workshop on Smart Antennas in Wireless Mobile Communications||http://www-isl.stanford.edu/groups/SARG/wkshp4.html
6219|1998|1998 Asia Pacific Conference on Communications/Singapore International Conference on Communications Systems (APCC & ICCS)||http://www.cadcam.nus.sg/~eleashra/apcc_iccs.html
6220|1998|ELECTRO '98||
6221|1998|1998 IEEE 48th Annual Broadcast Symposium (BTS)||
6222|1998|1998 IEEE Southwest Test Workshop (SWTW 1998)||
6223|1998|1998 IEEE 6th Workshop on Program Comprehension (IWPC 1998)||http:www.csc.tntech.edu/~iwpc98
6224|1998|1998 IEEE Information Technology Conference: "The Information Environment for the Future"||http://mvieee.borg.com/1998conf
6225|1998|1998 IEEE 39th Annual Conference on Foundations of Computer Science - FOCS||
6226|1999|1999 IEEE Volta Memorial Workshop on Low-Power Design||http://www.polimi.it/volta99
6227|1998|1998 WINLAB FOCUS - Unlicensed National Information Infrastructure (U-NII)||http://winwww.rutgers.edu/focus98
6228|1998|1998 IEEE International Conference on Parallel Computing in Electrical Engineering (PARELEC)||www.parelec98.pl
6229|1998|1998 6th International Conference on Terahertz Electronics||http://www.elec-eng.leeds.ac.uk/THz98
6231|1998|1998 International Conference on Software in Telecommunications and Computer Networks - (SoftCOM '98)||http://www.fesb.hr/SoftCom/1998
6232|2000|2000 37th ACM/IEEE Design Automation Conference (DAC)||http://www.dac.com/
6233|2001|2001 38th ACM/IEEE Design Automation Conference (DAC)||http://www.dac.com
6234|2002|2002 39th ACM/IEEE Design Automation Conference (DAC)||http://www.dac.com/
6235|2003|2003 40th ACM/IEEE Design Automation Conference (DAC)||http://www.dac.com
6236|2004|2004 41st ACM/IEEE Design Automation Conference (DAC)||http://www.dac.com
6237|2005|2005 42nd ACM/IEEE Design Automation Conference (DAC)||http://www.dac.com
6238|2006|2006 43rd ACM/IEEE Design Automation Conference (DAC)||http://www.dac.com
6239|1999|1999 IEEE International Professional Communication Conference (IPCC  99)||http://www.ieee.org/ipcc
6240|1999|1999 International Conference on Electromagnetics in Advanced Applications (ICEAA)||http://www.polito.it/iceaa99
6241|2001|PICA 2001 - 2001 IEEE Power Industry Computer Applications Conference||http://www.ieee.org/organizations/society/power/
6242|1998|1998 IEEE Frontiers in Education Conference (FIE)||http://www.eas.asu.edu/~asufc/conference/fiehmpg.html
6243|1998|1998 20th Annual International Conference of the IEEE Engineering in Medicine and Biology Society||http://www.ee.cuhk.edu.hk/embs98.html
6244|1998|1998 Nonlinear Optics: Materials, Fundamentals & Applications||http://www.ieee.org/society/leos
6245|1998|1998 IEEE/LEOS Workshop on Interconnections Within High Speed Digital Systems (HSD)||http://www.ieee.org/society/leos
6246|1998|1998 IEEE/LEOS Summer Topical Meetings:  Broadband Optical Networks and Technologies:  An Emerging Reality||http://www.ieee.org/society/leos
6247|1998|1998 IEEE/LEOS Summer Topical Meeting:  Optical MEMS||http://www.ieee.org/society/leos
6248|1998|1998 IEEE/LEOS Summer Topical Meetings:  Smart Pixels||http://www.ieee.org/society/leos
6249|1998|1998 IEEE/LEOS Summer Topical Meeting:   Organic Optics and Optoelectronics||http://www.ieee.org/society/leos
6250|1998|LEOS '98||http://www.ieee.org/society/leos
6251|1998|1998 IEEE/IAS Annual Textile, Fiber and Film Industry Technical Conference||
6252|1999|AFRICON '99||http://www.ieee-sa.sun.ac.za/africon
6253|1998|1998 IEEE Intensive Course on Electrical Contacts||http://www.cpmt.org/tc/tc1
6254|1998|1998 EMC Harmonization Conference||http://www.aesoft.com/ieee
6255|1998|1998 IEEE 2nd Workshop on Multimedia Signal Processing (MMSP)||http://imsc.usc.edu/Events/workshops/mmsp98.html
6256|1999|1999 IEEE Intelligent Transportation Systems Conference - (ITSC '99)||http://www.cvl.iis.u-tokyo.ac.jp/itsc99
6257|1999|1999 IEEE Workshop on Signal Processing Systems Design & Implementation (SIPS)||http://www.conference.nctu.edu.tw/sips99/call.htm
6258|1998|1998 Conference on Agile, Intelligent and Computer- Integrated Manufacturing||www.eamri.rpi.edu/caicim
6259|1999|1999 IEEE International Symposium on Industrial Electronics (ISIE'99)||http://www.ro.feri.uni-mb.si/ISIE99/Welcome.html
6260|1998|1998 IEEE Joint Symposium on Intelligence and Systems||
6261|1998|1998 IEEE 11th Computer Security Foundations Workshop (CSFW)||http://www.csi.sri.com/~millen/csfw/
6262|1998|1998 13th Annual IEEE Symposium on Logic in Computer Science (LICS 1998)||lics98.cs.indiana.edu
6263|1998|1998 IEEE 28th International Symposium on Fault Tolerant Computing||
6264|1999|1999 IEEE 2nd Workshop on Signal Processing Advances in Wireless Communications (SPAWC '99)||http://www.ee.gatech.edu/conferences/spawc99
6265|1998|1998 5th International Workshop on Feature Interactions in Telecommunications Software Systems (FIW'98)||http://www.tts.lth.se/FIW98
6266|1998|1998 Asia Pacific Magnetic Recording Conference||
6267|2000|2000 IEEE International Conference on Phased Array Systems and Technology||http://www.ieeeaps.org/ISPAST00
6268|1998|1998 3rd European Workshop on Mobile/Personal SATCOMS (EMPS '98)||http://www.eln.uniroma2.it/emps.html
6269|1999|NAFIPS '99 - 1999 Annual Meeting of the North American Fuzzy Information Processing Society||http://synapse.njit.edu/nafips99/
6270|1998|1998 Workshop on Parallel Distributed Simulation (PADS)||http://www.wnet.ca/pads98
6271|1998|1998 IEEE 6th International Workshop on Modeling, Analysis and Simulation of Computer and Telecommunication Systems (MASCOTS)||http://www.cs.mcgil.ca/~azedine
6272|1998|1998 5th International Workshop on Mobile Multimedia Communications (MOMUC'98)||http://momuc98.ee.tu-berlin.de
6273|1998|1998 3rd International Baltic Workshop on Databases and Information Systems (DB&IS)||
6274|1998|1998 IEEE 22nd International Computer Software and Applications Conference COMPSAC '98||http:compsac98.ifi.uni-klu.ac.at/compsac98/
6275|1998|1998 Engineer Conference on Broadband Access Technologies, Systems and Services||
6276|1998|INDUSCON '98||http://www.lsi.usp.br/~induscon
6277|1998|1998 31st International Symposium on Microarchitecture (MICRO)||http://www.acm.org/sigmicro/micro31/
6278|1999|1999 IEEE 53rd Annual Symposium on Frequency Control JOINTLY WITH - 13th European Frequency & Time Forum||http://www.ieee.org/uffc/fc
6279|1998|1998 IEEE Workshop on Applications of Computer Vision||http://www.sarnoff.com/conferences/wacv98
6280|1998|1998 IEEE Workshop on Empirical Studies of Software Maintenance||
6281|1998|1998 11th International Symposium on System Synthesis (ISSS -1988)||http://www.cs.nthu.edu.tw/~isss98
6282|1999|1999 IEEE 14th Symposium on Computer Arithmetic (ARITH)||http://www.ecs.umass.edu/ece/arith14/
6283|1999|1999 IEEE International Symposium on Software Engineering Standards||
6284|1998|1998 International Symposium on Optical Memory - ISOM '98||
6285|1998|1998 8th International Workshop on Network and Operating System Support for Digital Audio and Video (NOSSDAV '98)||http://www.cl.cam.ac.uk/Research/SRG/nossdav98/cfp.html
6286|2000|2000 Conference on Precision Electromagnetic Measurements (CPEM 2000)||http://www.tourhosts.com.au/cpem2000/
6287|1998|1998 52nd ARFTG Conference: Computer Aided Design and Test for High Speed Electronics||http://www.arftg.org
6289|1998|1998 International Conference on Next Decades of High Technologies - (ICHT '98)||
6290|1999|1999 IEEE Signal Processing Workshop on Higher Order Statistics (HOS '99)||http://sig.enst.fr/~hos99
6291|1998|1998 IEEE Symposium on Autonomous Underwater Vehicle Technology  (AUV '98)||http://auv.tamu.edu/auv98
6292|2000|NOMS 2000 - 2000 IEEE Network Operations and Management Symposium||http://www.comsoc.org/confs/noms
6293|1999|1999 Advanced Workshop on Frontiers in Electronics (WOFE '99)||http://www.ee.sunysb.edu/~serge/WOFE/ann1.html
6294|1999|1999 American Control Conference - ACC '99||http://www.marquette.edu/acc1999
6295|1998|1998 International Topical Meeting on Microwave Photonics (MWP '98)||http://www.ieee.org/society/leos
6296|1999|1999 IEEE International Reliability Physics Symposium (IRPS)||http://www.irps.org
6297|1999|1999 International Conference on Noise in Physical Systems & 1/f Fluctuations (ICNF)||http://www.ee.ust.hk/ieee_eds/icnf
6298|1999|1999 International Symposium on Power Semiconductor Devices & IC's  (ISPSD)||http://www.utoronto.ca/ispsd99
6299|2001|2001 IEEE AUTOTESTCON||
6300|1998|PHOTONICS '98 - 1998 Inter- national Conference on Fiber Optics and Photonics||
6301|2002|2002 IEEE Power Engineering Society Winter Meeting||
6302|1999|1999 International Conference on Personal Wireless Communications (ICPWC)||http://www.citr.ece.uvic.ca/icpwc99
6303|2000|2000 IEEE Industry Applications Society Annual Meeting - World Conference on Industrial Applications of Electrical Energy||http://www.aei.it/ias2000.html
6304|1999|1999 14th Annual Battery Conference on Applications and Advances||
6305|1998|1998 India Symposium on Applications of Signal Processing||
6306|1999|1999 International Workshop on Independent Component Analysis and Blind Signal Separation (ICA '99)||http://sig.enst.fr/~ica99
6308|1999|1999 25th European Conference on Optical Communication - (ECOC '99)||http://liszt.enst.fr/ecoc99/accueil.htm
6309|1999|1999 International Workshop on Soft Computing in Industry||http://www.csse.muroran-it.ac.jp/iwsci99
6311|2000|2000 IEEE International Radar Conference||http://www.ewh.ieee.org/soc/aess/radar2000/
6312|1998|1998 IEEE Workshop on Neural Networks for Signal Processing||
6313|1998|1998 IEEE Real-Time Technology and Applications Symposium (RTAS)||http://www.cs.bu.edu/pub/ieee-rts/rtas98/program.html
6314|1998|1998 IEEE 7th Workshop on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE)||http://www.cerc.wvu.edu/WETICE
6316|1999|1999 International Conference on Modeling and Simulation of Microsystems, Semiconductors, Sensors and Actuators (MSM)||http://www.iamcm.org/MSM99
6325|1999|PICA '99 - 1999 IEEE Power Industry Computer Applications Conference||http://www.PICA99.org
6326|1999|1999 IEEE-USA Professional Development Conference||http://www.ieeeusa.org/usab/PACE/98pace.html
6327|2000|2000 IEEE-USA Professional Development Conference||http://www.ieeeusa.org/prodevcon
6328|1999|1999 Asia Pacific Microwave Conference - (APMC'99)||http://www.ee.nus.sg/~apmc99
6329|1999|1999 11th National Conference of the Hungarian Biomedical Engineering Society and 2nd Natl. Conference of the Meding Natl. Medical Engrg. Society||http://www.mmt.bme.hu/events/budamed99/actual.htm
6330|1998|1998 IEEE Spring Workshop on Computer & System Packaging||
6331|1998|1998 7th IEEE International Symposium on High Performance Distributed Computing (HPDC)||http://www.atm.syr.edu/projects/hpdc
6332|2000|2000 IEEE Vehicular Technology Conference (VTC 2000-Spring)||http://www.convention.co.jp/vtc2000s
6333|1999|1999 3rd International Symposium "Application of the Conversion Research Results for International Cooperation"||http://www.rts.tusur.ru/sibconvers99
6334|1999|ESSDERC '99 - 1999 29th European Solid State Device Research Conference||http://www.essderc.org
6335|1999|1999 International Microprocesses and Nanotechnology Conference (MNC)||http://www.nano.ee.es.osaka-u.ac.jp/mnc
6336|1998|1998 MCM Test V:  Advanced Technology Workshop||www.impas.org
6337|1998|1998 Winter Simulation Conference - (WSC '98)||
6338|2000|2000 IEEE 9th International Fuzzy Systems Conference||http://www.cs.tamu.edu
6339|1999|1999 2nd Annual UCSD Conference on Wireless Communications||http://cwc.ucsd.edu/~zorzi/cwc/conf99
6340|1999|1999 2nd International Workshop on Wireless Mobile ATM Implementations||http://www.delson.org/tf-wmatm/wmatm99
6341|1998|1998 IEEE 9th International Workshop on Rapid System Prototyping (RSP)||
6342|1998|1998 IEEE International Workshop on Logic Synthesis (IWLS)||
6343|1998|1998 IEEE 5th International Conference on Massively Parallel Processing with Optical Interconnections||http://www.neci.nj.nec.com/homepages/sakr/mppoi98/
6344|1998|1998 IEEE Computer Elements Vail Workshop (VCEW)||
6345|1999|1999 Conference on Computational Intelligence for Financial Engineering (CIFEr)||
6346|1998|1998 IEEE International Conference on Engineering of Complex Computer Systems - (ICECCS)||http://www.elet.polimi.it/ICECCS98
6347|1998|SICE '98 - 37th Annual Conference of the Society of Instrument and Control Engineers of Japan||
6348|1998|1998 IEEE Forum on Software Engineering Standards Issues||
6349|1999|IECON '99 - 25th Annual Conference of IEEE Industrial Electronics||
6350|1998|1998 IEEE International Computer Performance and Dependability Symposium||http://www.acsu.buffalo.edu/~shambhu/ipdspage.html
6351|1998|1998 IEEE Information Survivability Workshop||http://www.cert.org/research/isw98.html
6352|1998|COMSIG '98 - 1998 South African Symposium on Communications and Signal Processing||http://www.ee.uct.ac.za/~comsig
6353|1998|AP/MTT/REMSENS/EMC 1998||http://www.ee.uct.ac.za/~conference
6354|1998|1998 IEEE International Conference on Network Protocols (ICNP)||http://www/cs.nps.navy.mil/people/faculty/Xie/icnp98/
6355|1998|1998 International Conference on Parallel Architectures and Compilation Techniques (PACT)||www.cs.njit.edu/pact
6356|1998|1998 International Power Electronics Congress - CIEP||http://www.tecmor.mx/eventos/ciep.html
6357|1999|1999 Design, Automation & Test in Europe Conference & Exhibition (DATE)||http://www.date-conference.com
6358|1999|1999 Offshore Technology Conference - OTC '99||
6360|1999|1999 Asia and South Pacific Design Automation Conference ASP-DAC '99||http://www.ee.ust.hk/ASPDAC99
6361|1998|1998 International Symposium on Computer Employment and Education||http://w3.u-picardie.fr/~cerin/ieee/iscee98/
6363|1999|1999 IEEE Ultrasonics Symposium||http://acoustics.stanford.edu/UFFC
6364|1999|1999 Electronic Components for the Commercialization of Military and Space Systems||
6366|1998|1998 FAST IEEE Student Conference on CS & IT||http://www.fast.edu/fastsc
6368|1999|1999 11th International Photovoltaic Science and Engineering Conference (PVSEC)||http://www.tuat.ac.jp/pvsec11
6369|2000|2000 22nd International Conference on Microelectronics (MIEL 2000)||http://unitop.elfak.ni.ac.yu/miel/welcome.html
6370|2000|2000 IEEE AUTOTESTCON||http://www.autotestcon.com/2000/default.htm
6371|1999|1999 16th International Symposium on Robotics and Automation in Construction (ISARC '99)||http://www.uc3m.es/isarc99
6372|1999|1999 IEEE Power Electronics Specialists Conference - PESC '99||http://www.pels.org/pesc99.html
6373|1999|1999 Information Theory and Networking Workshop||http://www.cs.purdue.edu/homes/spa/itw99.html
6375|1998|1998 IEEE Hot Chips X Symposium (HCS)||
6376|2000|2000 American Control Conference - ACC 2000||http://che.vill.edu/acc2000/acc.html
6377|2001|2001 American Control Conference - ACC 2001||http://www.ece.cmu.edu/~acc2001
6378|2002|2002 American Control Conference - ACC 2002||
6379|1998|1998 2nd European Conference on Research and Advanced Technologies for Digital Libraries||http://www.ics.forth.gr/2EuroDL
6380|1998|1998 IEEE 23rd Conference on Local Computer Networks (LCN 1998)||
6381|1998|1998 IEEE 5th International Software Metrics Symposium||http://aaron.cs.umd.edu/metrics98
6382|1999|Ultrafast Optics '99||http://www.iqe.ethz.ch/ultrafast/UO99
6383|1999|1999 7th Microoptics Conference||http://www.din.or.jp/~microopt/mocpof99.html
6384|1999|1999 IEEE International Conference on Evolutionary Computation (ICEC) Joint with Conference on Evolutionary Programming (EP)||http://garage.cps.msu.edu/cec99
6386|1999|1999 1st International Conference on Standardization and Innovation in IT - (SI2T '99)||
6387|1999|1999 IEEE 15th International Conference on Data Engineering (ICDE 1999)||http://www.cse.unsw.edu.au/icde99
6388|1999|1999 IEEE 7th Workshop on Hot Topics in Operating Systems||http://www.cs.rice.edu/Conferences/HotOS/
6391|1999|1999 High Power Microwave Electronics:  Measurements, Identifications, Applications (MIA-ME '99)||http://www.nstu.ru/miame99/
6392|1999|1999 2nd International Conference on Unsolved Problems of Noise (UPoN '99)||http://www.eleceng.adelaide.edu.au:80/Personal/dabbott/
6393|1999|TRANSDUCERS '99 - 1999 International Solid-State Sensors and Actuators Conference||
6396|1999|1999 IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM)||http://www.me.gatech.edu/AIM99
6397|2000|2000 IEEE 42nd Cement Industry Technical Conference||http://www.ieee.org/conference/cement
6398|1998|1998 IEEE Hot Interconnects Symposium (HIS)||
6399|1998|1998 IEEE Visualization Conference (VIS)||
6400|1998|1998 IEEE Information Visualization Symposium (INFOVIS)||
6401|1999|1999 IEEE Information Theory and Communications Workshop||http://www.wits.ac.za/itw99
6402|1998|1998 IEEE Volume Visualization Symposium||
6403|1999|1999 Postgraduate Research in Electronics, Photonics and Related Fields - (PREP '99)||http://www.iop.org/IOP/Confs/PREP99
6404|1999|1999 IEEE Speech Coding Workshop||
6405|1999|1999 National Radio Science Conference (NRSC)||
6406|1999|1999 IEEE Symposium on VLSI Circuits||http://www.ieee.org/conference/vlsi
6407|1999|1999 IEEE Silicon Nanoelectronics Workshop (SNW)||http://vlsi.iis.u-tokyo.ac.jp/si-nano
6409|1998|1998 IEEE International Symposium on Software Reliability Engineering (ISSRE)||http://adt.uni-paderborn.de/ISSRE 98/
6410|1999|1999 4th International Symposium on Plasma Process Induced Damage (P2ID)||http://www.vacuum.org/nccavs/p2id.html
6411|1999|1999 23rd Annual Electron Devices Activities in Western New York Conference (AWNYC)||
6412|1999|1999 IEEE 29th Semiconductor Interface Specialists Conference (SISC)||http://www.coe.uncc.edu/~edwards/sisc99
6413|1999|1999 IEEE International Electron Devices Meeting (IEDM)||http://ieee.org/conference/iedm
6414|1998|1998 Workshop on Teaching Electron Devices & Egytian Faculties & Institutes||
6415|1999|1999 IEEE/SEMI Advanced Semiconductor Manufacturing Conference and Workshop (ASMC)||http://www.semi.org/
6416|1998|1998 8th International Conference on Harmonics and Quality of Power (ICHQP VIIl) Formerly - ICHPS||http://www.power.ntua.gr/ieeegr
6417|1999|GLOBECOM '99 - 1999 IEEE Global Telecommunications Conference||http://www.globecom99.mhw.com.br/
6418|2002|2002 IEEE Industry Applications Society Annual Meeting||
6419|1998|1998 25th International Symposium on Computer Architecture (ISCA)||
6420|1998|1998 41st Midwest Symposium on Circuits and Systems (MWSCAS)||
6421|1999|1999 IEEE International Workshop Technical Committee on Quality and Reliability (TCQR ' 99)||
6422|1998|1998 IEEE International Conference on Computer Design ICCD 1998||http://domino.watson.ibm.com/iccd98/iccd98.nsf
6423|1999|1999 Biomedical Research in the 3rd Millenium Inaugural Conference of the IEEE EMBS Victoria||http://bioeng3.eng.monash.edu.au/vic_ieee_embs/
6424|1999|1999 IEEE 5th International Mixed Signal Testing Workshop (IMSTW 1999)||
6425|1999|1999 High Performance Electron Devices for Microwave & Optoelectronic Applications - EDMO '99||http://www.eee.kcl.ac.uk
6426|1999|1999 IEEE International SOI Conference||
6427|1999|1999 13th Biennial University/ Government/Industry Microelectronics Symposium (UGIM)||http://www.mtl.umn.edu
6428|1998|1998 IEEE Computer Architecture Education||http://www.cs.wisc.edu/~isca98
6429|1998|1998 IEEE Performance Analysis and its Impact in Design||http://www.cs.wisc.edu/~isca98
6430|1998|1998 IEEE 7th Workshop on Scalable Shared-Memory Multiprocessors||http://www.cs.wisc.edu/~isca98
6431|1998|1998 IEEE Power Driven Microarchitecture||http://www/cs.wisc.edu/~isca98
6432|1998|1998 IEEE Conference on Tools with Artificial Intelligence (TAI) (ICTAI)||
6433|1999|1999 5th International Symposium on Advanced Research in Asynchronous Circuits and Systems - ASYNC||http://www.ac.upc.es/conferencies/ASYNC99
6434|2000|2000 IEEE/IAS Industrial & Commercial Power Systems Technical Conference (I&CPS)||http://www.ewh.ieee.org/soc/ias/icps2k/
6436|1999|1999 1st East Asian Conference on Lightwave Systems, Lasers and Optoelectronics - (LISLO '99)||
6437|1999|1999 6th International Conference on Intelligence in Services and Networks - (IS&N)||http://www.ac.upc.es/isn99
6438|1999|1999 IEEE International Conference on Consumer Electronics (ICCE)||http://icce.org
6439|1999|1999 IEEE Radio Frequency Integrated Circuits Symposium (RFIC)||
6441|1998|1998 5th International Conference on Remote Sensing for Marine and Coastal Environments||http://www.erim-int.com/CONF/marine/MARINE.html
6442|1999|1999 13th International Conference and Workshops on Applied Geologic Remote Sensing||http://www.erim-int.com/CONF/GRS.html
6443|1998|1998 "Video & Wireless Communications" - An International Programme of Professional Courses||
6444|1999|1999 IEEE Rural Electric Power Conference (REPC)||http://www.udl.com/ieee-ias/
6445|1998|1998 NIST Workshop on Microwave Technology: Directions and Measurement Requirements for the 21st Century||
6446|1998|1998 Asia Pacific Network Operations and Management Symposium - (APNOMS '98)||
6447|1998|1998 IEEE International Workshop on Robot and Human Communication||http://www.ro-man.org
6448|1998|QCAV '98:  Quality Control by Artificial Vision||http://www.eng.kagawa-u.ac.jp/~hata/qcav.html
6451|1998|1998 International Symposium on Micro Mechatronics & Human Science  (MHS'98)||http://www.mein.nagoya-u.ac.jp/mhs
6452|1998|1998 IEEE/SSCTC International Cool Electronics (ICE) Workshop||
6453|1998|1998 World Automation Congress (WAC '98)||http://ace.unm.edu/wac98
6454|1998|1998 International Conference on Satellite Communications||
6455|1998|1998 International Conference on Communication Technology - (ICCT '98)||
6456|2000|2000 5th International Symposium on Antennas, Propagation & EM Theory (ISAPE - 2000)||http://www.cie-china.org/isape-2000.htm
6457|2000|2000 International Symposium on Antennas & Propagation (ISAP)||http://www.crl.go.jp/pub/ISAP2000
6458|1999|1999 Workshop on Nonlinear Signal & Image Processing (NSIP)||http://www.ee.bilkent.edu.tr/NSIP99
6459|1999|1999 3rd International Conference on Nitride Semiconductors (ICNS)||http://bilbot.ges.univ-montp2.fr/icns3.htm
6463|2001|2001 IEEE Power Engineering Society Summer Meeting||http://www.ieee-spm2001.org
6464|1998|1998 All Optical Networking: Architecture, Control and Management Issues - (AON '98)||http://www.spie.org/info/pel
6465|1998|1998 International Symposium on Electromagnetic Compatibility - ROMA (EMC '98 ROMA)||http://www.aei.it/emc98roma.html
6466|1998|1998 2nd IEEE International Symposium on Wearable Computers (ISWC)||http://iswc.gatech.edu/
6467|2000|2000 1st Australasian Conference on Bioelectromagnetics||
6468|1999|1999 International Conference on Telecommunication - ICT '99||http://ict99.icu.ac.kr
6469|2000|2000 IEEE International Engineering Management Conference - EM 2000||http://asm.unm.edu/mot/iemc2000.htm
6470|1998|1998 1st International Workshop on Augmented Reality||http://hci.rsc.rockwell.com/iwar/
6472|1999|1999 IEEE Conference on Electrical Insulation and Dielectric Phenomena - (CEIDP '99)||http://www.eeel.nist.gov/ceidp
6473|1998|1998 International Specialist Workshop Non-Linear Dynamics of Electronics Systems- (NDES '98)||http://www.mmt.bme.hu/events/ndes98/
6474|1999|1999 IEEE Custom Integrated Circuits Conference - CICC '99||http://www.ieee.org/conference/cicc
6475|1999|1999 IEEE/IAS PCIC Electrical Safety Workshop||
6476|1999|1999 IEEE Workshop on Neural Networks for Signal Processing||
6477|1998|1998 2nd International Conference on Management of Multimedia Networks and Services (MMNS '98)||www.comm.utoronto/~mmns
6478|1998|1998 Internet Services Over Cable Systems (ISCS '98)||
6479|1999|1999 International Symposium on Technology and Society (ISTAS '99)-Women & Technology Historical, Societal & Professional Perspectives||http://www4.ncsu.edu/unity/users/j/jherkert/ist99.htm
6480|1999|1999 International Conference on ATM  (ICATM)||http://iutsun1.colmar.uha.fr/ICATM99.html
6481|1998|1998 IEEE Technological Literacy Counts Pre-College Workshop||http://www.ieee.org/eab/training/index.html
6482|1999|1999 42nd Midwest Symposium on Circuits and Systems (MWSCAS)||http://www.mwscas99.nmsu.edu
6483|2001|IGARSS 2001 - 2001 IEEE International Geoscience and Remote Sensing Symposium||http://www.IGARSS.org
6484|2002|IGARSS 2002 - 2002 IEEE International Geoscience and Remote Sensing Symposium||http://www.igarss02.ca
6485|1999|1999 IEEE ATM Workshop||http://www.ieice.or.jp/eng/domconf.html
6486|1999|1999 IEEE 57th Annual Device Research Conference (DRC)||http://ece-www.colorado.edu/~drc
6488|1999|1999 IEEE International Interconnect Technology Conference - IITC||http://www.ieee.org/conference/iitc
6490|1998|1998 Project World Conference & Exposition - Winter||
6492|1998|CONVERGENCE '98 - International Congress on Transportation Electronics||http://www.converge98.org
6493|1999|1999 Electrical Overstress/ Electrostatic Discharge Symposium (EOS/ESD)||http://www.eosesd.org
6494|1998|1998 2nd Electronic Packaging Technology Conference - (EPTC '98)||http://cicfar.ee.nus.sg.eptc98.html
6495|1999|1999 Telecommunications Information Network Architecture Conference (TINA '99)||
6497|1999|1999 IEEE International Workshop on Intelligent Signal Processing and Communication Systems (ISPACS '99)||
6498|1999|SOUTHCON '99||http://www.southcon.com
6499|1999|Internet Workshop '99 - (IWS '99)||http://www.itrc.net/workshop/IWS99
6500|1999|1999 Sections Congress||http://www.ieee.org/ra/sc
6501|1999|1999 Electrical/Electronics Insulation Conference (EEIC) Electrical Manufacturing and Coil Winding Exposition||http://www.eic-emcwconference.org
6502|1999|1999 International Semiconductor Conference (CAS '99)||http://www.imt.ro/cas
6503|1999|1999 34th Intersociety Energy Conversion Engineering Conference - IECEC '99||http://www.sae.org/CALENDAR/iec99cfp.htm
6504|1999|1999 IEEE International Integrated Reliability Workshop (IRWS)||http://www.irps.org/irw/
6505|1998|1998 IEEE International Workshop on Defect and Fault Tolerance in VLSI Systems (DFT)||http://www.ee.ed.ac.uk/dft
6506|1999|1999 IEEE Workshop on Mobile Computing Systems and Applications (WMCSA)||http://www/research.att.com/conf/wmcsa99
6507|1999|1999 3rd International Workshop on Biosignal Interpretation - (BSI99)||http://www.eecs.uic.edu/~bsi99
6508|1999|1999 International Multiconference on Circuits, Systems, Communications and Computers - (CSCC '99)||http://www.softlab.ntua.gr/~mastor/CSCC99.htm
6509|1999|1999 29th International Symposium on Multiple-Valued Logic (ISMVL '99)||http://www.informatik.uni.freiburg.de/~dreschsler/~ismvl99
6510|2000|2000 Adaptive Systems for Signal Processing Communications and Control||
6511|1999|1999 International Workshop on Physics of Semiconductor Devices||
6512|1999|1999 IEEE 29th International Symposium on Fault Tolerant Computing||http://www.crhc.uiuc.edu/FTCS-29
6513|1998|1998 IEEE Gigabit Networking Workshop||http://www.comsoc.org/confs/infocom/98
6514|1999|1999 IEEE European Systems Packaging Workshop - (ESPW 1999)||http://nmrc.ucc.ie
6515|1999|1999 IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems (MFI '99)||http://www.ishiilab.dnj.ynu.ac.jp/IES/
6516|1999|1999 36th Annual Rocky Mountain Bioengineering Symposium||http://www.rmbs.org
6517|1998|1998 43rd Annual Conference on Magnetism and Magnetic Materials (MMM)||http://www.aip.org/mmm
6518|1999|1999 IEEE Bipolar/BiCMOS Circuits and Technology Meeting - BCTM||http://www-snf.stanford.edu/Conferences/BCTM
6519|2000|2000 International Conference on Simulation of Semiconductor Processes and Devices (SISPAD 2000)||
6520|1998|1998 IEEE 17th Symposium on Reliable Distributed Systems (SRDS '98)||
6521|1998|1998 IEEE Knowledge and Data Engineering Exchange Workshop  (KDEX)||
6522|1998|1998 IEEE International Workshop on IDDQ Testing||
