"Type","ID","Name","Description","URL","Tags","Sponsors » Abbreviation","Year","Standard Status","Technical Committees","Keywords","Priority"
"Conference",15565,"2009 3rd International Congress on Advanced Electromagnetic Materials in Microwaves and Optics (METAMATERIALS 2009)","Congress will be a unique opportunity to share the results of the latest efforts in metamaterial research in Europe.","http://congress2009.metamorphose-vi.org/",,"OSA, URSI, , , AP",2009,,,,"Yes"
"Conference",15566,"2009 5th Conference on Speech Technology and Human - Computer Dialogue (SpeD 2009)","The 5th Conference on Speech Technology and Human-Computer Dialogue (at Constanta, Romania) brings together academics and industry professionals from universities, government agencies and companies to present their achievements in speech technology and related fields. ?SpeD 2009? is a conference and international forum which will reflect some of the latest tendencies in spoken language technology and human-computer dialogue research as well as some of the most recent applications in this area.","http://www.sped2009.ro",,", , EURASIP, , ",2009,,,,"Yes"
"Conference",15567,"2009 Next Generation Internet Networks (NGI) - 5th EURO-NGI Conference on Next Generation Internet Networks","NGI 2009 conference is the continuation of the series of successful events held in Rome, Valencia, Trondheim and Krakow. It has provided an international forum for the presentation of high quality, peer-reviewed papers covering various aspects of future networking, including the future Internet architecture and quality of service. It is organized by the Network of Excellence (NoE) Euro-NF (former Euro-NGI) that was initiated by the European Commission during the 7th framework program. The conference is a ke","http://www.ngi2009.eu",,"Network of Excellence, , COM",2009,,,,"Yes"
"Conference",15569,"2009 6th International Workshop on Wearable Micro and Nanosystems for Personalized Health (pHealth 2009)","This year's workshop will focus how to face the health care needs in the near future. A primary focus will be user centred development and successful implementations. We would like to demonstrate successful technology implementation at hospitals and in the health care sector, and present and discuss new possibilities and solutions of tomorrow.","http://www.phealth2009.com",,"EMB, NST, , , ",2009,,,,"Yes"
"Conference",15572,"2009 Challenges in Electronics Design & Affordable Technology (CEDAT)","This joint conference is a forum for researchers, designers and developers (Industries) to present and discuss various aspects of VLSI design, Electronic design automation, enabling technologies, Wireless Communications, and embedded systems. It covers entire spectrum of activities in four vital areas i.e. VLSI, Embedded Systems, Wireless & Optical technology, and EDA tools development, which under-spin the semiconductor industry. The four day technical program will consist of three days of regular paper se",,,,2009,,,,"Yes"
"Conference",15573,"2009 International Conference on Multimedia Information NEtworking and Security (MINES 2009)","The conference aims to provide a platform for worldwide researchers and engineers to exchange the latest research results on multimedia information services, with the focuses on networking and security.","http://liss.whu.edu.cn/mines2009",,", , , NNSFC",2009,,,,"Yes"
"Conference",15574,"2009 IEEE Electrorem","Remote area electrotechnology conference","http://ewh.ieee.org/conferences/electrorem",,,2009,,,,"Yes"
"Conference",15576,"2009 Compact Thin-Film Transistor (TFT) Modeling for Circuit Simulation (CTFT)","Currently significant attention is paid to thin-film transistors (TFT) based on amorphous- and poly-silicon as well as newly emerging organic, metal-oxide and nano-composite materials. Therefore, physically-based compact modeling of TFTs for circuit simulation is crucial to accurately and reliably predict TFT behavior in the active matrix and other applications.","http://www.ucl.ac.uk/~ucee034/",,"ED, ",2009,,,,"Yes"
"Conference",15577,"2009 ISECS International Colloquium on Computing, Communication, Control, and Management (CCCM 2009)","Just like the name of the Colloquium, the theme for this conference is Advancing Computing, Communication, Control,and Management Technologies. Only original high quality papers related to this theme are especially solicited, including theories, methodologies, and applications in Computing, Communication, Control, and Management. Topics covering industrial issues/applications and academic research will be welcome.","http://www.iita-conference.org/cccm09/index.htm",,"TMC, H, ",2009,,,,"Yes"
"Conference",15579,"2009 IEEE International Conference of Electron Devices and Solid- State Circuits (EDSSC)","The EDSSC 2009 will cover all aspects of devices and circuits, including memory devices, thin gate dielectrics, photonic devices, power devices, RF devices, analog circuits, digital circuits, and RF and microwave circuits",,,", CIE, ED, ",2009,,,,"Yes"
"Conference",15581,"2009 International SoC Design Conference (ISOCC)","International SoC Design Conference (ISOCC) aims at providing the world's premier forum of leading researchers in the SoC design areas from academia and industries. Prospective authors are invited to submit papers of their original works emphasizing contributions beyond the present state of the art. We also welcome proposals on special tutorials and submissions of design contest.","http://www.isocc.org",,", CAS",2009,,,,"Yes"
"Conference",15586,"2009 Seventh Workshop on Intelligent Solutions in Embedded Systems (WISES 2009)","WISES is a platform for presentation of innovative approaches that provide intelligent solutions in embedded systems.","http://www.wises09.univpm.it/",,", UNIVPM, , ",2009,,,,"Yes"
"Conference",15587,"2009 Computational Electromagnetics International Workshop (CEM)","A small group of experts will discuss the recent progress in the area of computational electromagnetics. Methods will include fast solvers, integral equations, iterative solvers and preconditioning, parallel computing.  Applications will include large-scale problems, scattering and RCS, antennas, radars, metamaterials, optics, imaging.","http://www.cem.bilkent.edu.tr/CEM09.html",,"Bi, ",2009,,,,"Yes"
"Conference",15588,"2009 International Conference on Intelligent Agent & Multi-Agent Systems (IAMA 2009)","Technical papers describing original, previously unpublished results are solicited in all areas     of theory and practice of Intelligent Agent & Multi-Agent Systems. The aim of this conference is to bring researchers, educators and practicing engineers together for the presentation and discussion of their knowledge and experience in the field agent and multi-agent systems and their applications.","http://www.iama09.org/",,"AVIT, , , ",2009,,,,"Yes"
"Conference",15592,"2009 IEEE Underwater Acoustic Signal Processing Workshop","Applications of signal processing for underwater acoustic problems, including active and passive sonar, array processing, detection, estimation, underwater communications, signal processing for AUVs and UUVs and remote sensing.","http://uasp.org",,,2009,,,,"Yes"
"Conference",15593,"2009 10th International Conference and Seminar on Micro/Nanotechnologies and Electron Devices (EDM 2009)  **Need to confirm title","The conference will provide the place for discussing the main technologies for nanoelectronics, micro- and nanosystems, telecommunications, power, optical and thermal electronics, ultrasonics, mechanotronics and automation. The conference is directed to young scientists mainly which shows the great potential for improving the quality of human's life.","http://www.nstu.ru/edm",,"ED, , ",2009,,,,"Yes"
"Conference",15594,"2009 Fourth International Conference on Digital Information Management (ICDIM)","he principal aim of this conference is to bring people in academia, research laboratories and industry and offer a collaborative platform to address the emerging issues and solutions in digital information science and technology. The ICDIM intends to bridge the gap between different areas of digital information management, science and technology. This forum will address a large number of themes and issues. The conference will have original research and industrial papers on the theory, design and implementat","http://www.icdim.org",,"TMC, , ",2009,,,,"Yes"
"Conference",15597,"2009 7th International Conference on Human Computer Interaction with Mobile Multimedia & Ubiquitous Computing (HCIMMUC)","HCIMMUC 2009 is an interdisciplinary field that includes technologies that bridge the digital and physical worlds, systems and applications that incorporate such technologies, infrastructures that support them, human activities and experiences these technologies facilitate, and conceptual overviews that help us understand   or challenge our understanding of   the impact of these technologies.","http://www.hcimmuc.com",,,2009,,,,"Yes"
"Conference",15598,"2009 IEEE International Conference on Intelligent Computing and Intelligent Systems (ICIS 2009)","The scope of the conference includes, but not limited to AI, Artificial Life and Artificial Immune Systems, Cloud Computing, Computer Vision, Data Mining, Fuzzy System, Genetic Algorithms, Information Retrieval, Intelligent Control, Robotics, Machine Learning, Machine Translation, Neural Networks, Rough Set, Systems Biology, Video & Image Processing, etc.","http://www.icis09.cn",,"SJU, China, ",2009,,,,"Yes"
"Conference",15599,"2009 International Radar Conference Radar Surveillance for a Safer World (RADAR 2009)","The conference will focus on new research and developments in the field of radar techniques for both military and civil applications.  Topics to be covered at Radar 2009 include:     Radar Environment and Phenomenology                       Radar Systems    Remote Sensing from Airborne or Spaceborne Systems                    Waveform Design, Beamforming and Signal Processing    Emerging Radar Applications    Emerging Technologies    Advanced Sub-Systems Technologies    Computer Modeling, Simulation and V","http://www.radar2009.org/",,", CIE, AES, URSI, SEE France, IET",2009,,,,"Yes"
"Conference",15601,"2009 IEEE International Conference on Technologies for Practical Robot Applications (TePRA)","TePRA is aimed at catalyzing the development of enabling technologies and encouraging their adoption by robot designers. Emphasis on practical applications and industrial participation, TePRA provides researchers, innovators, entrepreneurs and robotics professionals a well-balanced platform between an academic conference and an exhibition while maintaining a serious review process. The theme will be new technologies in robotics and automation and their practical applications.","http://www.ieeerobot-tepra.org",,,2009,,,,"Yes"
"Conference",15602,"2009 Electromagnetic Compatibility Symposium Adelaide","Electronic systems can malfunction due to unintended radio frequency (RF)  interference between subsystems, their components and the surrounding environment.  The field of Electromagnetic Compatibility (EMC) is aimed at understanding and  addressing these issues. Once a system is installed, EMC problems are difficult to  recognise, diagnose and fix. Therefore, EMC tests, simulations and analyses are  important aids to ensuring that electronic systems operate as intended without being  influenced by or undul","http://sites.google.com/site/emc2009sa/",,", ",2009,,,,"Yes"
"Conference",15603,"2009 International Topical Meeting on Microwave Photonics (MWP 2009)","Microwave photonics brings together the worlds of radiofrequency engineering and optoelectronics, attracting great interest from both the researchers and the commercial sector over the past 20 years with a promising future. The advantages of optical systems can be exploited to perform a variety of processing signal functions in the radiofrequency domain, and open new and exciting possibilities to be explored in the field.","http://www.mwp2009.org/",,"Spain, , IE, MTT, LEO",2009,,,,"Yes"
"Conference",15607,"2009 4th International Microsystems, Packaging, Assembly and Circuits Technology Conference (IMPACT)","Advanced and Emerging Packaging Technology, Nanotechnology & Interconnection, Thermal Management, Advanced Materials, Process & ,   Advanced Sensor & Microsystems Technology, Modeling, Testing & Design,  Electro Deposition and Electrochemical Processing Technology","http://www.impact.org.tw/2009/General/",,"TPCA, , CPMT, , ITRI, iMAPS, , ",2009,,,,"Yes"
"Conference",15611,"2009 3rd International Workshop on Advances in Sensors and Interfaces (IWASI)","To provide a forum for experience exchange among experts actively involved in research, development and evaluation of new concepts, theoretical methods and experimental characterization as well as in testing techniques concerning micro- and nano-sensor systems.","http://iwasi.poliba.it/iwasi2009/Home.html",,"CPMT, , ",2009,,,,"Yes"
"Conference",15612,"2009 ACS/IEEE/MRS Organic Microelectronics & Optoelectronics V","The workshop will bring together a broad spectrum of chemists, materials scientists, physicists, and engineers from both industry and academia in a stimulating forum to share information and ideas in the emerging fields of Organic Microelectronics and Optoelectronics. The goal is to build an interdisciplinary community working on applications such as RFIDs, displays, sensors, photovoltaics and optical devices while addressing some of the common scientific and manufacturing challenges to help these technolog","http://acswebcontent.acs.org/organicmicroelectronic/index.html",,"ACS, , CPMT, , SSC",2009,,,,"Yes"
"Conference",15613,"2009 IEEE International Conference on Signal and Image Processing Applications (ICSIPA)","The scope covers all related fields in signal and image processing such as applied digital signal processing, signal processing in communications, emerging technologies in digital signal processing, image acquisition and display, image and video processing, image and video analysis, storage and retrieval, coding and transmission, methodology and algorithms.","http://www.sp.ieeemalaysia.org/ICSIPA09/",,,2009,,,,"Yes"
"Conference",15614,"2009 International Conference on Apperceiving Computing and Intelligence Analysis (ICACIA 2009)","The Conference will focus on recent advances in information technology and  analysis algorithm. It will provide a remarkable opportunity to address new challenges and share  solutions, and discuss future research directions","http://202.115.6.206/",,"UESTC, ",2009,,,,"Yes"
"Conference",15616,"2009 All-Russian Conference on Fiber Optics","- optical fibers, cables, components, devices,communication systems;  - fiber-optic amplifiers, lasers, and sensors;  - nanomaterials and nanotechnologies in fiber optics.","http://www.fibopt.ru/rfo-09/index_eng.html",,", PHO",2009,,,,"Yes"
"Conference",15620,"2009 Australasian Universities Power Engineering Conference (AUPEC)","Research and developments in electrical power engineering such as sustainable energy systems, electric machines and drives, power electronics and power systems","http://www.aupec09.eleceng.adelaide.edu.au/",,", , , ",2009,,,,"Yes"
"Conference",15621,"2009 International Conference on Biomedical and Pharmaceutical Engineering (ICBPE)","The conference will be a forum for in-depth discussion to promote novel methodologies and cutting-edge solutions to meet the emerging challenges in the biomedical and the pharmaceutical fields.","http://www.icbpe2009.org/",,"EMB, , ",2009,,,,"Yes"
"Conference",15622,"TENCON 2009 - 2009 IEEE Region 10 Conference","The theme of the conference is Emerging Technologies for Sustainable Development. Topics of interest include, but are not limited to, Power and Energy; Signal Processing; Networks and Communications; Circuits and Systems; Computational Intelligence; Computing Architectures & Systems; Software and Database Systems.","http://www.tencon2009.org",,"Asia and Pacific, ",2009,,,,"Yes"
"Conference",15623,"2009 4th International Conference on Design & Technology of Integrated Systems in Nanoscale Era (DTIS)","The aim of the 2009 International Conference on Design & Technology of Integrated Systems in Nanoscale era (DTIS 09) is to cope with the rapidly progressing technology, which reaches today the nanometer scale. The general area of interest includes the design, test and technology of electronic products, ranging from integrated circuits through multi-chip modules and printed circuit board to full systems and Microsystems, as well as examining the methodologies and tools used in the design, verification and va","http://www.dtis09.org",,"CAS, , ",2009,,,,"Yes"
"Conference",15624,"2009 International Conference on Information and Communication Technologies and Development (ICTD)","The goal of the ICTD conference is to provide a forum for academic researchers and scholarly practitioners working with Information and Communications Technology (ICT) applied to development.  The conference will bring together researchers and reflective practitioners in both the social and technical sciences.","http://www.ictd2009.org/",,"SIT, , ACM",2009,,,,"Yes"
"Conference",15625,"2009 Fourth International Conference on Communications and Networking in China (CHINACOM)","Frontiers on Communications and Networking; Optical Communications and Networking; Wireless Communications and Networking; Advances in Internet; Information and Coding Theory; Networking and Information Security; Signal Processing for Communications; Multimedia Communications","http://www.chinacom.org",,"MTT, ICST, ",2009,,,,"Yes"
"Conference",15627,"2009 6th International Multi-Conference on Systems, Signals and Devices (SSD)","The International Conference SSD 09 is a forum for specialists to present their research results and to share experiences with other attendees coming from all over the world. It is the 6th conference since the founding of SSD in 2001. SSD is supported by international organizations such as IEEE, TSS and different scientific journals.  SSD 09 includes keynote lectures by eminent scientists as well as oral and poster sessions. All papers are peer reviewed on the basis of full manuscripts. SSD participants hav","http://www.ssd-conf.org/ssd09/",,", , Jordan, , , IM, ",2009,,,,"Yes"
"Conference",15630,"2009 Fourth International Conference on Risks and Security of Internet and Systems (CRiSIS 2009)","CRiSIS'09 will be the 4th in a series dedicated to security issues in Internet-related applications, networks and systems.  The topics addressed by CRiSIS range from the analysis of risks, attacks to networks and system survivability, passing through security models, security mechanisms and privacy enhancing technologies.","http://www.crisis2009.org",,", , , UPS, ",2009,,,,"Yes"
"Conference",15631,"2009 Flexible Electronics & Displays Conference and Exhibition","The USDC Flexible Electronics and Displays Conference and Exhibition is the premier US conference on flexible microelectronics and displays. The conference addresses technical and business issues, and advancements impacting the flexible electronics field, in which displays is a key driver. Sessions will also focus on the burgeoning field of roll-to-roll flexible, printed, organic electronics manufacturing.","http://guest.cvent.com/EVENTS/Info/Summary.aspx?e=0fbd17d5-bcc4-406d-a121-bafca7a7f84a",,"CPMT, , ",2009,,,,"Yes"
"Conference",15632,"2009 Argentine School Of Micro-Nanoelectronics, Technology and Applications (EAMTA)","The Argentine School of Micro -Nanoelectronics, Technology and Applications and its associated Conference is a high technical quality Argentine forum for researchers, technologists and companies in the fields of micro and nano electronic tecnologies.","http://www.eamta.com.ar",,"CONICET, CAS, , , ",2009,,,,"Yes"
"Conference",15635,"2009 10th Annual Non-Volatile Memory Technology Symposium (NVMTS)","ew and emerging non-volatile electronic memory technologies.  The conference includes advances in existing technologies as well as state-of-the-art technologies and future memory directions.","http://nvmts.org/",,"ED, , ",2009,,,,"Yes"
"Conference",15636,"2009 19th International Crimean Conference Microwave & Telecommunication Technology (CriMiCo 2009)","Annual International Crimean Conferences Microwave & Telecommunication Technology have been held since 1991. At the previous 18 conferences about 5000 papers have been presented by 2200 specialists from 500 universities and enterprises of 24 countries.","http://www.crimico.org",,", BSUI, , , ED, , , ",2009,,,,"Yes"
"Conference",15641,"2009 International Students and Young Scientists Workshop Photonics and Microsystems","The topics of the conference are: microsystems technology, integrated optics/optoelectronics, modern telecommunication, optical fibers and signal transmission.","ieee-workshop.hs-harz.de",,", , ",2009,,,,"Yes"
"Conference",15642,"2009 Workshop On Computational Electromagnetics and Its Applications (CEM)","The 2009 Workshop on Computational Electromagnetics and Its Applications (CEM 2009) offers a real opportunity to bring together scientists of different disciplines to discuss new issues, complex problems, advanced solutions, new frontiers and computational techniques applied to electromagnetic field problems at all frequency ranges. The workshop includes technical presentations, software demonstrations, short courses, and hands-on workshops.",,,", UESTC, , ",2009,,,,"Yes"
"Conference",15643,"2009 5th Asia-Pacific Conference on Environmental Electromagnetics (CEEM 2009)","Electromagnetic Environment, Electromagnetic Interference Reduction Method, EMC Prediction, Computational Electromagnetics, EMC Measurement, EMC Standard and Regulation, EMC Education, Shielding, Filtering and Grouding,  Aborbing Meterial, EMC Chamber","http://www.china-cic.org.cn",,", , EMC, , , ",2009,,,,"Yes"
"Conference",15644,"2009 3rd International Conference on Signals, Circuits and Systems (SCS 2009)","The aim of the SCS 09 is to address issues of pertinence to new advances in technologies related to the fields of signals, circuits and systems. The multi-disciplinary approach to engineering has become an important factor for the design of many new products and processes. The integration of mechanics, electronics, control and computing exploits and exceeds the relative advantages of single disciplines. When adequately integrated, the synergy among the areas ensures that performances reach much improved lev","http://www.emc-lab.net/Conferences/SCS2009/",,", LETI, CAS, , , SP",2009,,,,"Yes"
"Conference",15645,"2009 RESNA Annual Conference","interdisciplinary conference on technology and disability","http://www.resna.org/conference/index.php",,"EMB, ",2009,,,,"Yes"
"Conference",15647,"2009 First Workshop on Hyperspectral Image and Signal Processing: Evolution in Remote Sensing (WHISPERS)","The aim of this workshop is to cover all the topics of hyperspectral data processing in remote sensing, including acquisition, calibration and analysis.","http://www.ieee-whispers.com/2009/",,", GRS",2009,,,,"Yes"
"Conference",15649,"2009 IEEE International Conference on Electronics, Circuits and Systems - (ICECS 2009)","The IEEE International Conference on electronics, Circuits, and Systems (ICECS)is the flagship conference of the IEEE Circuits & Systems (CAS) Society in Region 8 (Europe, Middle East and Africa). It presents design methodologies, techniques and experimental results in emerging electronics, circuits and systems topics. ICECS 2009 will include tutorials, regular sessions (lecture and poster), special sessions and exhibitions.","http://www.icecs2009.org/",,", CAS, ",2009,,,,"Yes"
"Conference",15657,"2009 Third International Symposium on Intelligent Information Technology Application (IITA)","IITA 2009 provides a forum for engineers and scientists in academia, university and industry to present their latest research findings in any aspects of intelligent information technology. This year, we especially encourage papers on machine learning, signal Processing, communication Systems, circuits and Systems etc. We also welcome papers that highlight successful modern applications of Intelligent Information Technology, such as Multimedia ,Bioinformatics, Power, Neural Systems, Control and so on","http://www.iita-conference.org/iita2009/index.htm",,"H, CAS, , ",2009,,,,"Yes"
"Conference",15658,"2009 IEEE Conference on Soft Computing in Industrial Applications (SMCia/09)","The 7th SMCia will cover a broad range of topics related to the application of Computational Intelligence and Soft Computing to real world industrial problems from a variety of domains, including aerospace, automotive, energy and power systems, telecommunications, and manufacturing.  It is intended for researchers, R&D engineers, and practitioners.",,,"SMC, , ",2009,,,,"Yes"
"Conference",15662,"2009 22nd IEEE International Symposium on Computer-Based Medical Systems (CBMS)","CBMS 2009 has developed into an international forum for discussion on latest research in the exciting niche area of computational biomedicine. It consists of regular and special track oral presentation sessions of peer reviewed articles as well as invited talks given by leading scholars and scientists.","http://cvial.ece.ttu.edu/cbms2009/",,", C",2009,,,,"Yes"
"Conference",15663,"2009 International Conference on Advanced Technologies for Communications (ATC 2009)","The conference covers a comprehensive range of communication and electronics technologies contributing toward a  Flat World  of communications, focusing on intelligence and security issues for advanced communication systems and services, as well as emerging technologies and applications.","http://www.atc09.org/",,"REV, , COM",2009,,,,"Yes"
"Conference",15664,"2009 International Conference on Software, Telecommunications and Computer Networks - (SoftCOM 2009)","communications software, interfaces and communication protocols, telecommunication services and QoS, mobile and wireless communications, optical and photonic communications, multimedia and virtual reality systems, internet and IP based environments, signal processing and coding, access and home networks, next generation networks and services, electromagnetic compatibility in communications","http://www.fesb.hr/SoftCOM",,", , , , , , , COM",2009,,,,"Yes"
"Conference",15665,"2009 11th International Conference on Transparent Optical Networks (ICTON 2009)","ICTON scope is concentrated on the applications of transparent and all-optical technologies in telecommunication networks, systems, and components. ICTON topics are balanced between basic optics and network engineering. Interactions between those two groups of professionals are an important merit of conference. ICTON combines high level invited talks with regular submissions.","http://www.itl.waw.pl/konf/icton/2009/",,"NIOT, , LEO, ",2009,,,,"Yes"
"Conference",15668,"2009 World Non-Grid-Connected Wind Power and Energy Conference (WNWEC 2009)","WNWEC 2009 aims to organize a high-level international forum for scientists, researchers and engineers to exchange ideas on the diversified application and research of energy, especially of Non-Grid-Connected Wind power.","http://www.wnwec.com/",,"WWEI, , , PES, ",2009,,,,"Yes"
"Conference",15671,"2009 International Symposium on Collaborative Technologies and Systems (CTS)","The symposium is to address, explore and exchange information on the state-of-the-art in collaborative enterprises, their modeling and simulation, design and use, and their impact.  Participation is extended to researchers, designers, educators and interested parties in all CTS disciplines and specialties.","http://cisedu.us/cis/cts/09/main/callForPapers.jsp",,"SMC, CIS, , , AFRL, ACM, IFIP, ",2009,,,,"Yes"
"Conference",15673,"2009 eChallenges","Supported by the European Commission and Hosted by the Government of Turkey, the 19th eChallenges e-2009 Conference & Exhibition brings together representatives from leading commercial, government and research organisations around the world to share knowledge and experience, lessons learnt and good practice related to applied ICT.","http://www.echallenges.org/e2009/",,"Europe, , , , TuR&Bo, , , TUBITAK, , ",2009,,,,"Yes"
"Conference",15674,"2009 IST-Africa","Supported by the European Commission and Hosted by the Government of Uganda, the IST-Africa 2009 Conference & Exhibition brings together representatives from leading commercial, government and research organisations around the world to share knowledge and experience, lessons learnt and good practice related to applied ICT.","http://www.ist-africa.eu/Conference2009/default.asp",,"Europe, , Uganda, , , , , , UCC, ",2009,,,,"Yes"
"Conference",15675,"2009 International Conference on Electronic Packaging Technology & High Density Packaging (ICEPT-HDP)","The conference will feature short courses, conference keynotes, special forums and technical sessions to cover the technological developments in all the areas of electronics packaging.","http://www.icept.org/",,"CPMT, , CEPS",2009,,,,"Yes"
"Conference",15677,"2009 ICT - MobileSummit","Supported by the European Commission and Hosted by the Regional Government of Cantabria, Spain, the 18th ICT-MobileSummit 2009 will address all the challenges of building the Future Internet, which will be based on mobile, wireless and fixed broadband communications infrastructures.","http://www.ict-mobilesummit.eu/2009/",,", SODERCAN, , , , , Europe, , , , ",2009,,,,"Yes"
"Conference",12118,"2010 11th Joint Magnetism and Magnetic Materials - INTERMAG Conference","Tri-annual Joint meeting of the Intermag and MMM (Magnetism and Magnetic Materials) conference series on all aspects of the science and application of magnetism and magnetic materials.","http://www.magnetism.org",,"MAG, ",2010,,,,"Yes"
"Conference",13152,"2010 17th Saint Petersburg International Conference on Integrated Navigation Systems",,"http://www.elektropribor.spb.ru",,"AIAA, AES, , ",2010,,,,"Yes"
"Conference",13548,"2010 IEEE-IAS/PCA Cement Industry Conference","North America's premier conference for the cement industry, attracting management and technical personnel from cement manufacturing plants and corporate offices from North, Central and South America, Europe and Asia. Includes three days of technical meetings and presentations, three afternoons of exhibits, four evenings of hospitality suites and a plant tour.","http://www.ieeepcaconference.org",,"IA, ",2010,,,,"Yes"
"Conference",13998,"OCEANS 2010","The Marine Technology Society and the Oceanic Engineering Scociety of the IEEE cosponsor a joint annual conference and exposition on ocean science engineering, and policy.","http://www.oceanicengineering.org/",,"OE, ",2010,,,,"Yes"
"Conference",14140,"2010 IEEE International Symposium on Phased Array Systems and Technology (ARRAY 2010)","TBD","http://www.array2010.org",,,2010,,,,"Yes"
"Conference",14376,"2010 5th ACM/IEEE International Conference on Human-Robot Interaction (HRI)","TOPICS: Robot companions, Lifelike robots, Assistive (health & personal care) robotics, Remote robots, Mixed initiative interaction, Multi-modal interaction, Long-term interaction with robots, Awareness and monitoring of humans, Task allocation and coordination, Autonomy and trust, Robot-team learning, User studies of HRI, Experiments on HRI collaboration, Ethnography and field studies, HRI software architectures","http://www.hri2010.org",,", RA, , HFES, ",2010,,,,"Yes"
"Conference",14416,"2010 IEEE AUTOTESTCON","IEEE AUTOTESTCON, The Support Systems Technology Conference, is the largest conference focused on automatic test systems for military and aerospace systems, and has been held annually since 1965. It features more than 120 quality application-focused papers and 250 Exhibits. Attendance ranges between 650 and 750 registered professionals.","http://www.autotestcon.com",,"AES, IM, ",2010,,,,"Yes"
"Conference",14517,"2010 7th IFAC Symposium on Intelligent Autonomous Vehicles - IAV 2010","The Symposium is expected to cover the traditional topics of the IFAC IAV Technical Committee. These  include methodologies and techniques related to mobile robots and multi-vehicle systems on land, at sea, in air or in space. Specific attention will be devoted (but not limited to) the issues of  coordinated control of multiple vehicles including networks of autonomous vehicles. These topics  will be addressed both regarding methodological issues as well as experimental and application ones.","http://iav2010.unile.it/",,", RA, ",2010,,,,"Yes"
"Conference",14556,"2010 IEEE Holm Conference on Electrical Contacts (Holm 2010)","Practicing designers, engineers, physicists and research scientists-those new to the field and those experienced.  The 2010 Holm Conference will include excellent papers authored by many of the outstanding technical people in field...","www.ewh.ieee.org/soc/cpmt/tc1",,", CPMT",2010,,,,"Yes"
"Conference",14657,"2010 IEEE/ION Position, Location and Navigation Symposium - PLANS 2010","Position, location and navigation symposium covering all aspects of navigation with an emaphasis on inertial navigation and technology.","http://www.plansconference.org/",,", AES",2010,,,,"Yes"
"Conference",14667,"2010 American Control Conference - ACC 2010","Theory and practice of automatic control","http://www.a2c2.org/conferences/acc2010/",,", CS",2010,,,,"Yes"
"Conference",14815,"2010 IEEE/AIAA 29th Digital Avionics Systems Conference (DASC)","Digital Avionics Systems design, integration, operation, and support; air traffic management; space systems; integrated communication, navigation, and surveillance; systems engineering; unmanned aeronautical systems","http://www.dasconline.org/",,"AES, ",2010,,,,"Yes"
"Conference",14849,"2010 SC - International Conference for High Performance Computing, Networking, Storage and Analysis","Advances in computing technologies that are featured at the SC Conferences are driving our ability to solve heretofore unsolvable problems in nanoscience, biotechnology, climate research, astrophysics, chemistry, fusion research, drug research, homeland defense, nuclear technologies and many other fields. The SC08 Conference will demonstrate how high performance computing, networking, storage and analysis touch all disciplines to enhance people's abilities to understand information and lead to new understan","http://www.supercomp.org/",,"C, ",2010,,,,"Yes"
"Conference",14877,"2010 12th International Conference on Optimization of Electrical and Electronic Equipment (OPTIM)","Biannual forum of Academia and Industry on power electrical and electronics equipment (industrial applications of electricity), optimization, design and intelligent control for energy saving, better productivity and less pollution.","http://info-optim.ro/",,", , , , IA, IE, , PEL, ",2010,,,,"Yes"
"Conference",14912,"2010 IEEE International Symposium on Circuits and Systems - ISCAS 2010","ISCAS is a unique conference dealing with circuits and systems. It's the yearly rendez-vous of leading researchers, coming both from academia and industry, in the highly active fields of theory, design and implementation of circuits and systems. The Symposium will focus on circuits and systems for high quality life and consumer technologies, including mobile communications, advanced multimedia systems, sensor networks and Nano-Bio Circuit Fabrics and Systems.",,,", CAS, ",2010,,,,"Yes"
"Conference",14935,"2010 International Conference on Engineering Management and Service Sciences (EMS 2010)","The IASTED International Symposium on Environmental Modelling and Simulation (EMS 2008) will establish an international medium for the exchange of new ideas and practical experience in the areas of modelling and simulation in relation to the environment. During a time when environmental concerns are heightened and international bodies continue to create regulations to minimize environmental impacts, EMS 2010 aims to strengthen relations between governments, environmental agencies, research laboratories, and",,,"C, ",2010,,,,"Yes"
"Conference",14947,"2010 12th IEEE Intersociety Conference on Thermal and Thermomechanical Phenomena in Electronic Systems (ITherm)","ITherm 2010 is an international conference for scientific and engineering exploration of thermal, thermomechanical and emerging technology issues associated with electronic devices, packages and systems. ITherm 2010 will be held along with the 60th Electronic Components and Technology Conference, a premier electronic packaging conference. In additon to paper and poster presentations and vendor exhibits, ITherm 2008 will include panel discussions, keynote lectures by prominent speakers...","http://www.ithermconference.org",,", CPMT",2010,,,,"Yes"
"Conference",14953,"2010 IEEE Workshop on Health Care Management (WHCM)","This is a primary international event that provides an opportunity to highly qualified researchers, academicians and practitioners in the healthcare management fields to exchange new ideas and results. Scientists and practitioners are invited to present their current research topics in the area of the healthcare modelling, simulation, optimization and management, especially taking into account the modern Information and Communication Technologies innovations.",,,"SMC, , , RA, , ",2010,,,,"Yes"
"Conference",15035,"IEEE SOUTHEASTCON 2010","SoutheastCon 2010 is the Region 3 event which includes a student conference, a technical conference, and the Region 3 business meeting.","http://www.southeastcon.com/2010/",,", Southeastern USA, ",2010,,,,"Yes"
"Conference",15045,"2010 22nd International Conference on Indium Phosphide and Related Materials (IPRM)","Science and engineering of materials, optoelectronics devices, electron devices, processes, and applications those are related with InP","http://www.iprm.jp/",,", ED, JSAP, IE, LEO",2010,,,,"Yes"
