"Type","ID","Name","Description","URL","Tags","Societies","Year","Standard Status","Technical Committees","Keywords"
"Conference",4863,"1996 IEEE 46th Electronic Components and Technology Conference (ECTC '96)",,,,"Components, Packaging and Manufacturing Technology Society - CPMT,Electronic Industries Association",1996,,,
"Conference",4864,"1996 22nd Annual Northeast Bioengineering Conference",,,,"Engineering in Medicine and Biology Society - EMB,Northeast Bioengineering Conference,Rutgers University,Whitaker Foundation",1996,,,
"Conference",4865,"TENCON '96 - 1996 IEEE Region 10 Conference -  Digital Signal Processing Applications",,,,"Circuits and Systems Society - CAS,Communications Society - COM,Signal Processing Society - SP,Region 10 - Asia and Pacific,Western Australia Section,The Institution of Engineers, Australia",1996,,,
"Conference",4866,"1996 IEEE Real-Time Technology and Applications Symposium (RTAS)",,,,"Computer Society - C",1996,,,
"Conference",4867,"1996 IEEE Data Compression Conference (DCC '96)",,,,"Computer Society - C",1996,,,
"Conference",4868,"1996 Workshop on I/O in Parallel and Distributed Systems",,,,"Computer Society - C,Association for Computing Machinery - ACM",1996,,,
"Conference",4869,"1996 Forum on Research and Technology Advances in Digital Libraries",,,,"Computer Society - C,NASA Goddard Space Flight Center,The National Library of Medicine",1996,,,
"Conference",4870,"1996 IEEE 26th International Symposium on Fault Tolerant Computing",,,,"Computer Society - C,Institute of Electronics, Information and Communication Engineers - IE",1996,,,
"Conference",4871,"1996 IEEE 2nd International Workshop on System Management",,,,"Computer Society - C",1996,,,
"Conference",4873,"1996 Electrical Overstress/ Electrostatic Discharge Symposium (EOS/ESD)",,,,"Electron Devices Society - ED,Electrical Overstress/Electrostatic Discharge Association",1996,,,
"Conference",4874,"1996 IEEE 50th Annual Symposium on Frequency Control",,,,"Ultrasonics, Ferroelectrics & Frequency Control Society - UFFC",1996,,,
"Conference",4875,"1996 22nd Power Modulator Symposium",,,,"Electron Devices Society - ED,Air Force Phillips Laboratory,Air Force Wright Laboratory,Department of Defense,Naval Surface Warfare Center,Sandia National Laboratories - SNL,U.S. Army Research Office",1996,,,
"Conference",4877,"1996 26th International Symposium on Multiple-Valued Logic (ISMVL '96)",,,,"Computer Society - C,University of Santiago de Compostela",1996,,,
"Conference",4881,"1996 International Conference on Neural Information Processing - ICONIP '96",,,,"Computational Intelligence Society - CIS,Hong Kong Section C Chapter,The Chinese University of Hong Kong - CUHK,Hong Kong Computer Society",1996,,,
"Conference",4882,"ELECTRO '96",,,,"Region 01- Northeastern USA,Central New England Council,Metropolitan Section Activities Council,New England Chapter/Electronic Representatives         Association,New York Chapter/Electronic Representatives            Association",1996,,,
"Conference",4883,"1996 International Workshop on Neural Networks for Identification Control, Robotics, and Signal/Image Processing - NICROSP '96",,,,"Computer Society - C,Computational Intelligence Society - CIS,International Society of Computer Application",1996,,,
"Conference",4884,"1996 11th International Conference on Ion Implantation Technology",,,,"Electron Devices Society - ED,American Vacuum Society,Materials Research Society,SEMATECH,University of Texas at Austin",1996,,,
"Conference",4885,"1996 IEEE International Conference on Industrial Technology - ICIT '96",,,,"Industrial Electronics Society - IE,Robotics and Automation Society - RA,Beijing Section,The Society of Instrument and Control - SICE,Shanghai Jiaotong University - SJU,Tongji University",1996,,,
"Conference",4886,"1996 1st ACM International Conference on Digital Libraries",,,,"Computer Society - C,Association for Computing Machinery - ACM,American Society for Information Science,Coalition for Networked Information,Special Libraries Association",1996,,,
"Conference",4887,"1996 2nd European Workshop on Mobile/Personal SATCOMS (EMPS '96)",,,,"Communications Society - COM,Region 08 - Europe,Middle East,Africa,Istituto Internazionale Delle Comunicazioni,Universita di Roma Tor Vergata",1996,,,
"Conference",4888,"1996 IEEE/ASME Joint Railroad Conference",,,,"Vehicular Technology Society - VT,American Society of Mechanical Engineers - ASME",1996,,,
"Conference",4890,"1996 International Topical Meeting on Microwave Photonics (MWP '96)",,,,"Lasers and Electro-Optics Society - LEO,Microwave Theory and Techniques Society - MTT,Institute of Electronics, Information and Communication Engineers - IE",1996,,,
"Conference",4891,"1996 International Symposium on Ultra Clean Processing of Silicon Surfaces (UCPSS '96)",,,,"Electron Devices Society - ED,Interuniversity Microelectronics Center",1996,,,
"Conference",4892,"1996 QAMC International Workshop: The Olympics of Worldwide Quality - Dynamic Customer Connections",,,,"Communications Society - COM",1996,,,
"Conference",4894,"1996 IEEE International Workshop on Intelligent Signal Processing and Communication Systems (ISPACS '96)",,,,"Communications Society - COM,Singapore Section AP/MTT Joint Chapter,Singapore Section COM Chapter,Institute of Electronics, Information and Communication Engineers - IE",1996,,,
"Conference",4895,"1996 IEEE International Symposium on the Applications of Ferroelectrics (ISAF)",,,,"Ultrasonics, Ferroelectrics & Frequency Control Society - UFFC,American Ceramic Society",1996,,,
"Conference",4896,"1996 IEEE Position, Location and Navigation Symposium - PLANS '96",,,,"Aerospace and Electronic Systems Society - AES",1996,,,
"Conference",4897,"1996 IEEE 4th International Symposium on Assessment of Software Tools",,,,"Computer Society - C",1996,,,
"Conference",4898,"1996 IEEE 3rd International Software Metrics Symposium",,,,"Computer Society - C",1996,,,
"Conference",4899,"1996 International Symposium on Atomic Layer Epitaxy and Related Surface Processes (ALE)",,,,"Electron Devices Society - ED,Austrian Physical Society",1996,,,
"Conference",4900,"1996 7th International Conference on Architectural Support for Programming Languages and Operating Systems",,,,"Computer Society - C,Association for Computing Machinery - ACM",1996,,,
"Conference",4901,"1996 International Conference on Configurable Distributed Systems",,,,"Computer Society - C,University of Maryland Institute for Advanced Computer Studies",1996,,,
"Conference",4902,"1996 IEEE Symposium and Workshop on Engineering of Computer Based Systems (ECBS)",,,,"Computer Society - C,Deutsche Forschungsgemeinschaft,University of Karlsruhe",1996,,,
"Conference",4903,"1996 IEEE Workshop on Mathematical Methods in Biomedical Image Analysis",,,,"Computer Society - C,Society of Industrial & Applied Mathematics",1996,,,
"Conference",4904,"1996 International Symposium on Technology and Society (ISTAS '96)",,,,"Society on Social Implications of Technology - SIT,Princeton/Central Jersey Section,Princeton University",1996,,,
"Conference",4905,"1996 International Symposium on Advanced Packaging Materials: Processes, Properties, and Interfaces",,,,"Components, Packaging and Manufacturing Technology Society - CPMT,Georgia Institute of Technology,International Society for Hybrid Microelectronics",1996,,,
"Conference",4906,"1996 IEEE Ball Grid Array/Flip Chip Workshop",,,,"Components, Packaging and Manufacturing Technology Society - CPMT,Binghamton Section CPMT Chapter",1996,,,
"Conference",4908,"1996 International Symposium on Experimental Numerical Mechanics in Electronic Packaging",,,,"Components, Packaging and Manufacturing Technology Society - CPMT,American Society of Mechanical Engineers - ASME,The Japan Society of Mechanical Engineers,Korean Society of Mechanical Engineers",1996,,,
"Conference",4910,"1996 WRI International Symposium on Directions for the Next Generation of MMIC Devices and Systems",,,,"Antennas and Propagation Society - AP,Microwave Theory and Techniques Society - MTT,Long Island Section,Metropolitan Section Activities Council,Weber Research Institute, Polytechnic University",1996,,,
"Conference",4911,"1996 International Conference on Applications of Photonic Technology Sensing, Signal Processing and Communications (ICAPT)",,,,"Communications Society - COM,Lasers and Electro-Optics Society - LEO,Region 07 - Canada,Montreal Section,Institute of Electrical Engineers,Optical Society of America - OSA,Society of Photo-Optical Instrumentation Engineers - SPIE",1996,,,
"Conference",4912,"1996 IEEE Workshop on Neural Networks for Signal Processing",,,,"Computational Intelligence Society - CIS,Signal Processing Society - SP,Tokyo Section SP Chapter",1996,,,
"Conference",4915,"1996 IEEE Industry Applications Society Annual Meeting",,,,"Industry Applications Society - IA,Orange County Section",1996,,,
"Conference",4916,"1996 IEEE Workshop on VLSI Signal Processing",,,,"Signal Processing Society - SP",1996,,,
"Conference",4917,"APCCAS '96 - 1996 Asia Pacific Conference on Circuits and Systems",,,,"Circuits and Systems Society - CAS,Korea Council,Korea Institute of Telematics and Electronics",1996,,,
"Conference",4918,"1996 European Conference on Object Oriented Programming",,,,"Computer Society - C,Association for Computing Machinery - ACM,AITO,Austrian Computer Society,German Computer Society,Swiss Computer Society",1996,,,
"Conference",4919,"1996 IEEE Bipolar/BiCMOS Circuits and Technology Meeting - BCTM",,,,"Electron Devices Society - ED",1996,,,
"Conference",4920,"1996 IEEE/LEOS Workshop on Interconnections Within High Speed Digital Systems (HSD)",,,,"Computer Society - C,Communications Society - COM,Lasers and Electro-Optics Society - LEO",1996,,,
"Conference",4921,"INTERMAG '96",,,,"Magnetics Society - MAG",1996,,,
"Conference",4922,"1996 Conference on Lasers & Electro-Optics Europe & The 6th European Quantum Electronics Convention CLEO EUROPE/EQEC",,,,"Lasers and Electro-Optics Society - LEO,European Physical Society - EPS,Optical Society of America - OSA",1996,,,
"Conference",4923,"1996 IEEE/LEOS Summer Topical Meetings:  Broadband Optical Networks Enabling Technologies & Applications",,,,"Lasers and Electro-Optics Society - LEO",1996,,,
"Conference",4924,"1996 IEEE/LEOS Summer Topical Meeting:  Optical MEMS and Their Applications",,,,"Lasers and Electro-Optics Society - LEO",1996,,,
"Conference",4925,"1996 IEEE/LEOS Summer Topical Meeting:  Advanced Applications of Lasers in Materials & Processing",,,,"Lasers and Electro-Optics Society - LEO,Engineering Foundation",1996,,,
"Conference",4926,"1996 IEEE/LEOS Summer Topical Meetings:  Smart Pixels",,,,"Lasers and Electro-Optics Society - LEO",1996,,,
"Conference",4927,"1996 3rd IEEE International Workshop on Community Networking",,,,"Communications Society - COM,Alcatel-Bell,Commission of European Communities",1996,,,
"Conference",4929,"1996 3rd Annual World Congress on Intelligent Transport Systems",,,,"IEEE TAB Intelligent Transportation Systems Committee  (ITS),European Road Transport Telematics Implementation      Coordinating Or,ITS America,Vehicle Road and Traffic Intelligence Society",1996,,,
"Conference",4932,"1996 High Performance Electron Devices for Microwave and Optoelectronic Applications EDMO 96",,,,"Electron Devices Society - ED,Lasers and Electro-Optics Society - LEO,Microwave Theory and Techniques Society - MTT,United Kingdom & Republic of Ireland Section AP/ED/MTT/LEO Joint Chapt,Institute of Electrical Engineers (U.K.),University of Leeds",1996,,,
"Conference",4933,"1996 Canadian Conference on Electrical and Computer Engineering - CCECE",,,,"Region 07 - Canada,Southern Alberta Section",1996,,,
"Conference",4934,"1996 8th International Conference on Road Traffic Monitoring and Control",,,,"Vehicular Technology Society - VT,Institute of Electrical Engineers",1996,,,
"Conference",4935,"1996 International Conference on Public Transport Electronic Systems",,,,"Vehicular Technology Society - VT,Institute of Electrical Engineers",1996,,,
"Conference",4936,"1996 IEEE Magnetic Recording Conference - TMRC '96",,,,"Magnetics Society - MAG,Computer Mechanics Laboratory - UCB,Center for Research on Information Storage Materials,Data Storage  Systems Center, CMU,Institute for Information Storage Technology, SCU,Center for Micromagnetics & Information Technologics   (MINT) - U of M",1996,,,
"Conference",4937,"1996 9th International Photovoltaic Science and Engineering Conference (PVSEC)",,,,"Electron Devices Society - ED,Photovoltaic Science and Engineering Conference        International A",1996,,,
"Conference",4938,"LEOS '96",,,,"Lasers and Electro-Optics Society - LEO",1996,,,
"Conference",4940,"1996 IEEE 2nd International Conference on Multi Media Engineering Education",,,,"Victorian Section (Australia),Melbourne University,Monash University",1996,,,
"Conference",4942,"1996 IEEE Intelligent Networks Workshop - IN '96",,,,"Communications Society - COM,Victorian Section (Australia)",1996,,,
"Conference",4943,"1996 IEEE Symposium on Visual Languages",,,,"Computer Society - C",1996,,,
"Conference",4944,"1996 International Verilog HDL Conference",,,,"Computer Society - C,Electronics Industry Association of Japan,Open Verilog International",1996,,,
"Conference",4945,"1996 IEEE Intensive Course on Electrical Contacts",,,,"Components, Packaging and Manufacturing Technology Society - CPMT",1996,,,
"Conference",4947,"1996 Computers and the Quality of Life (CQL '96)",,,,"Society on Social Implications of Technology - SIT,Association for Computing Machinery - ACM",1996,,,
"Conference",4948,"1996 IEEE/DATC Workshop on Electronic Design Processes (EDP)",,,,"Computer Society - C",1996,,,
"Conference",4949,"1996 BAST Workshop:  Pacific Northwest Test",,,,"Computer Society - C",1996,,,
"Conference",4950,"1996 International Conference on Personal Wireless Communications (ICPWC)",,,,"Region 10 - Asia and Pacific,Delhi Section,India Council,India Council AES/COM/LEO Joint Chapter,Institute of Electronics & Telecommunication Engineers (India)",1996,,,
"Conference",4951,"1996 High Frequency Postgraduate Student Colloquium",,,,"Electron Devices Society - ED,Lasers and Electro-Optics Society - LEO,Microwave Theory and Techniques Society - MTT,United Kingdom & Republic of Ireland Section AP/ED/MTT/LEO Joint Chapt,Institute of Electrical Engineers (U.K.),University of Manchester Institute of Science and      Technology",1996,,,
"Conference",4952,"1996 30th Asilomar Conference on Signals, Systems and Computers",,,,"Signal Processing Society - SP,Naval Postgraduate School",1996,,,
"Conference",4953,"1996 2nd International Conference on Optical Information Processing",,,,"Lasers and Electro-Optics Society - LEO,Optical Society of America - OSA,Society of Photo-Optical Instrumentation Engineers - SPIE",1996,,,
"Conference",4954,"1996 IEEE 54th Annual Device Research Conference (DRC)",,,,"Electron Devices Society - ED",1996,,,
"Conference",4955,"1996 3rd International Workshop on Laser Beam and Optics Characterization",,,,"Lasers and Electro-Optics Society - LEO,Canadian Association of Physicists,Lasers & Electro Optics Manufacturers Association,Laser Institute of America,National Optics Institute,Optical Society of America - OSA,Society of Photo-Optical Instrumentation Engineers - SPIE",1996,,,
"Conference",4957,"1996 High Speed Optoelectronics:  Devices and Systems",,,,"Lasers and Electro-Optics Society - LEO,Engineering Foundation",1996,,,
"Conference",4959,"PHOTONICS'96 - 1996 Inter- national Conference on Fibre Optics and Photonics",,,,"Electron Devices Society - ED,Lasers and Electro-Optics Society - LEO,Photonics Organizing Committee",1996,,,
"Conference",4960,"1996 IEEE 3rd International Conference on Massively Parallel Processing with Optical Interconnections",,,,"Computer Society - C,Lasers and Electro-Optics Society - LEO,Association for Computing Machinery - ACM,Optical Society of America - OSA,Society of Photo-Optical Instrumentation Engineers - SPIE",1996,,,
"Conference",4962,"1996 Conference on Lasers & Electro-optics/Quantum Electronics Lasers Science CLEO/QELS '96",,,,"Lasers and Electro-Optics Society - LEO,American Physical Society - APS,Optical Society of America - OSA",1996,,,
"Conference",4963,"1996 Capacitor and Resistor Technology Symposium - (CARTS)",,,,"Components, Packaging and Manufacturing Technology Society - CPMT,Components Technology Institute,International Society for Hybrid Microelectronics",1996,,,
"Conference",4964,"1996 International Conference on the Detection of Abandoned Land Mines - ""A Humanitarian Imperative Seeking a Technical Solution""",,,,"Lasers and Electro-Optics Society - LEO,United Kingdom & Republic of Ireland Section,Convention of National Societies of Electrical         Engineers of We,Institute of Electrical Engineers (U.K.)",1996,,,
"Conference",4965,"1996 7th International Symposium on Personal, Indoor and Mobile Radio Communications - (PIMRC '96)",,,,"Communications Society - COM,Academia Sinica,Chinese Institute of Electronics - CIE",1996,,,
"Conference",4967,"1996 IEEE Hot Interconnects Symposium (HIS)",,,,"Computer Society - C",1996,,,
"Conference",4970,"1996 IEEE 9th International Vacuum Microelectronics Conference (IVMC)",,,,"Electron Devices Society - ED",1996,,,
"Conference",4971,"1996 IEEE/IAS PCIC Electrical Safety Workshop",,,,"Industry Applications Society - IA",1996,,,
"Conference",4972,"1996 American Power Conference",,,,"Power Engineering Society - PE,Illinois Institute of Technology",1996,,,
"Conference",4973,"1996 Conference on Optical Fiber Communication - OFC '96",,,,"Communications Society - COM,Lasers and Electro-Optics Society - LEO,Optical Society of America - OSA",1996,,,
"Conference",4974,"1996 4th International Conference on Parallel and Distributed Information Systems",,,,"Computer Society - C,Association for Computing Machinery - ACM",1996,,,
"Conference",4975,"1996 IEEE International Computer Performance and Dependability Symposium",,,,"Computer Society - C,International Federation for Information Processing - IFIP",1996,,,
"Conference",4976,"1996 European Test Workshop - ETW '96",,,,"Computer Society - C,Laboratoire d'Informatique, de Robotique et de         Microelectroniq",1996,,,
"Conference",4977,"1996 19th IEEE/CPMT International Electronic Manufacturing Technology Symposium (IEMT)",,,,"Components, Packaging and Manufacturing Technology Society - CPMT,Semiconductor Equipment and Material International Trade Group - SEMI",1996,,,
"Conference",4979,"1996 IEEE 5th Workshop on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE)",,,,"Computer Society - C,Communications Society - COM,Concurrent Engineering Research Center at West         Virginia Univer",1996,,,
"Conference",4982,"1996 North Atlantic Test Workshop (NATW)",,,,"Computer Society - C,Dartmouth College",1996,,,
"Conference",4984,"1996 39th Midwest Symposium on Circuits and Systems (MWSCAS)",,,,"Circuits and Systems Society - CAS,Iowa State University",1996,,,
"Conference",4985,"1996 European Design and Test Conference",,,,"Computer Society - C,Association for Computing Machinery - ACM,European Design and Automation Association - EDAA",1996,,,
"Conference",4986,"COMPCON Spring '96",,,,"Computer Society - C",1996,,,
"Conference",4987,"1996 7th European Symposium on Reliability of Electron Devices, Failure Physics and Analysis - ESREF '96",,,,"Electron Devices Society - ED,Interuniversity Microelectronics Center,University Twente, Netherlands",1996,,,
"Conference",4988,"1996 IEEE Symposium on Autonomous Underwater Vehicle Technology  (AUV '96)",,,,"Oceanic Engineering Society - OE",1996,,,
"Conference",4989,"1996 International Wroclaw Symposium and Exhibition on Electromagnetic Compatibility",,,,"Electromagnetic Compatibility Society - EMC,Region 08 - Europe,Middle East,Africa,Poland Section,Ministry of Posts and Telecommunications               Warsaw, Poland,National Radiocommunication Agency - Warsaw, Poland,Polish Telecommunication Co. - Warsaw, Poland,International Union of Radio Science - URSI",1996,,,
"Conference",4990,"1996 IEEE Silicon Nanoelectronics Workshop (SNW)",,,,"Electron Devices Society - ED",1996,,,
"Conference",4991,"1996 IEEE Electrical Performance of Electronic Packaging (EPEP)",,,,"Components, Packaging and Manufacturing Technology Society - CPMT,Microwave Theory and Techniques Society - MTT",1996,,,
"Conference",4992,"1996 15th International Conference on Thermoelectrics",,,,"Components, Packaging and Manufacturing Technology Society - CPMT,International Thermoelectrics Society,Jet Propulsion Laboratory/National Aeronautics and Space Administratio",1996,,,
"Conference",4993,"1996 6th Virginia Tech Symposium on Wireless Personal Communications",,,,"Communications Society - COM,Vehicular Technology Society - VT,Virginia Mountain Section,Virginia/Joint Chapter on COM-VT,Virginia/Joint Chapter on COM,VT,Mobile and Portable Radio Research Group",1996,,,
"Conference",4994,"1996 1st Optoelectronics and Communications Conference (OECC)",,,,"Communications Society - COM,Lasers and Electro-Optics Society - LEO,Institute of Electronics, Information and Communication Engineers - IE,Optical Society of America - OSA",1996,,,
"Conference",4995,"1996 9th International Conference on Computing and Information",,,,"Computer Society - C,Trent University",1996,,,
"Conference",4996,"1996 Workshop on Communications Networks and Neural Networks:  The Challenge of Network Intelligence",,,,"Communications Society - COM,Duke University,International Federation for Information Processing - IFIP,International Teletraffic Congress",1996,,,
"Conference",4997,"1996 IEEE Aerospace Applications Conference",,,,"Aerospace and Electronic Systems Society - AES",1996,,,
"Conference",4998,"1996 3rd International Conference on Electronics, Circuits and Systems - (ICECS '96)",,,,"Greece Section C Chapter,Greece Section CAS Chapter,University of Patras",1996,,,
"Conference",4999,"1996 3rd International Workshop on Mobile Multimedia Communications (MOMUC'96)",,,,"Communications Society - COM,Rutgers University",1996,,,
"Conference",5000,"CONVERGENCE '96 - International Congress on Transportation Electronics",,,,"Vehicular Technology Society - VT,Southeastern Michigan Section,Convergence Transportation Electronics Association,Society of Automotive Engineers - SAE",1996,,,
"Conference",5001,"1996 8th IEEE Workshop on Local & Metropolitan Area Networks (LANMAN)",,,,"Communications Society - COM",1996,,,
"Conference",5002,"1996 International Conference on High Performance Computing",,,,"Computer Society - C,Association for Computing Machinery - ACM,Center for Development of Advanced Computing",1996,,,
"Conference",5003,"XXI Annual Convention and Exhibition (ACE '96)",,,,"Delhi Section,Uttar Pradesh Section,India Council",1996,,,
"Conference",5004,"1996 IEEE 8th International Workshop on Software Specification and Design",,,,"Computer Society - C,Association for Computing Machinery - ACM",1996,,,
"Conference",5005,"1996 Emerging Technologies and Applications in Communications (etaCom)",,,,"Computer Society - C,American Show Management",1996,,,
"Conference",5006,"NEPCON West - '96 National Electronics Packaging & Products Conference",,,,"Robotics and Automation Society - RA,IEEE TAB Design & Manufacturing Engineering Committee,International Electronics Packaging Society,Surface Mount Technology Association",1996,,,
"Conference",5008,"1996 International Conference on Microelectronics - ICM",,,,"Electron Devices Society - ED,Ain Shams University-Cairo, Egypt,University of Waterloo",1996,,,
"Conference",5009,"1996 4th International Workshop on Cellular Neural Networks and Their Applications - CNNA '96",,,,"Circuits and Systems Society - CAS,National Council for Scientific Research,European Circuits Society",1996,,,
"Conference",5013,"1996 IEEE Symposium on FPGA-Based Custom Computing Machines (FCCM)",,,,"Computer Society - C",1996,,,
"Conference",5014,"1996 6th Great Lakes Symposium on VLSI (GLSVLSI)",,,,"Computer Society - C,Circuits and Systems Society - CAS,Iowa State University",1996,,,
"Conference",5016,"1996 IEEE Workshop on VLSI",,,,"Computer Society - C",1996,,,
"Conference",5017,"1996 2nd International Conference on Algorithms & Architectures for Parallel Processing",,,,"Singapore Section,Singapore Section C Chapter,National University of Singapore",1996,,,
"Conference",5021,"1996 Asian Fuzzy Systems Symposium (AFSS '96)",,,,"Computational Intelligence Society - CIS,Taipei Section CS Chapter,Chinese Fuzzy System Association,Chiang Industrial Charity Foundation,National Taiwan University",1996,,,
"Conference",5022,"1996 15th IEEE Annual International Phoenix Conference on Computers & Communications",,,,"Communications Society - COM",1996,,,
"Conference",5023,"1996 IEEE 4th Workshop on Program Comprehension (IWPC 1996)",,,,"Computer Society - C",1996,,,
"Conference",5024,"NAECON '96 - National Aerospace and Electronics Conference",,,,"Aerospace and Electronic Systems Society - AES,Dayton Section",1996,,,
"Conference",5025,"1996 IEEE Nuclear Science Symposium - NSS '96",,,,"Nuclear and Plasma Sciences Society - NPS,University of California, Irvine",1996,,,
"Conference",5026,"1996 IEEE 11th Annual Conference on Computational Complexity (CCC)",,,,"Computer Society - C,Association for Computing Machinery - ACM",1996,,,
"Conference",5027,"1996 IEEE Human Interaction with Complex Systems Symposium",,,,"Computer Society - C,North Carolina A & T State University,Wright State University",1996,,,
"Conference",5028,"IMAGECOM '96 - 3rd International Conference Dedicated to Image Communication",,,,"Communications Society - COM,Association pour le Developpement de l'Enseignement et de la Recherche,Institut de Recherches Economiques et Sociales sur les Telecommunicati,Society of Electronic Engineers, France",1996,,,
"Conference",5029,"1996 International Workshop on Computer-Aided Design, Test and Evaluation for Dependability (CADTE)",,,,"Computer Society - C,Chinese Computer Federation,Institute of Computing Technology,National Natural Science Foundation of China - NNSFC,SoHaR Incorporated",1996,,,
"Conference",5030,"1996 23rd International Symposium on Computer Architecture (ISCA)",,,,"Computer Society - C,Association for Computing Machinery - ACM",1996,,,
"Conference",5031,"1996 IEEE International Workshop on Memory Technology, Design and Testing (MTDT)",,,,"Computer Society - C,Solid-State Circuits Society - SSC",1996,,,
"Conference",5032,"1996 IEEE Youth Forum in Computer Science and Engineering",,,,"Computer Society - C",1996,,,
"Conference",5033,"1996 IEEE High-Assurance Systems Engineering Workshop (HASE)",,,,"Computer Society - C",1996,,,
"Conference",5034,"1996 IEEE International Workshop on Embedded Fault- Tolerant Systems",,,,"Computer Society - C",1996,,,
"Conference",5035,"1996 IEEE Symposium on Security and Privacy (SRSP)",,,,"Computer Society - C,International Association for Cryptologic Research",1996,,,
"Conference",5036,"1996 33rd ACM/IEEE Design Automation Conference (DAC)",,,,"Circuits and Systems Society - CAS,Association for Computing Machinery - ACM,Electronic Design Automation Company",1996,,,
"Conference",5037,"1996 International Workshop on Dependability in Advanced Computing Paradigm",,,,"Computer Society - C,Institute of Electronics, Information and Communication Engineers - IE",1996,,,
"Conference",5038,"1996 International Workshop on Multimedia Database Management Systems",,,,"Computer Society - C,Association for Computing Machinery - ACM,Center for Advanced Technology in Computer Applications& Software",1996,,,
"Conference",5039,"1996 2nd IEEE International Workshop on Object-Oriented Real-Time Dependable Systems (WORDS)",,,,"Computer Society - C",1996,,,
"Conference",5040,"1996 International Conference on Information Networking",,,,"Computer Society - C,Information Processing Society of Japan - IPSJ,Korea Information Science Society",1996,,,
"Conference",5041,"1996 IEEE GaAs IC Symposium",,,,"Electron Devices Society - ED,Microwave Theory and Techniques Society - MTT",1996,,,
"Conference",5042,"ANZIIS '96 - Australian & New Zealand Intelligent Information Systems Conference",,,,"South Australia Section",1996,,,
"Conference",5045,"1996 IEEE Pulp and Paper Industry Conference - PPIC",,,,"Industry Applications Society - IA,Alabama Section",1996,,,
"Conference",5046,"1996 International Conference on Computer Graphics and Visualization (GraphiCon '96)",,,,"Computer Society - C,Association for Computing Machinery - ACM,The European Association for Computer Graphics",1996,,,
"Conference",5047,"CHIRAL '96 - International Workshop on Electromagnetics of Chiral, Bi-isotropic, and Bi-anisotropic Media",,,,"Electron Devices Society - ED,Russia Section ED/MTT Joint Chapter,North Atlantic Treaty Organization,Scientific Centre for Applied Problems in              Electrodynamics",1996,,,
"Conference",5048,"1996 Wireless Communications Conference",,,,"Components, Packaging and Manufacturing Technology Society - CPMT,Microwave Theory and Techniques Society - MTT,International Society for Hybrid Microelectronics,National Institute of Standards and Technology - NIST",1996,,,
"Conference",5049,"1996 International Conference on Mathematical Methods in Electromagnetic Theory (MMET)",,,,"Antennas and Propagation Society - AP,Electron Devices Society - ED,Microwave Theory and Techniques Society - MTT,National Academy of Sciences of Ukraine,URSI Commission B",1996,,,
"Conference",5050,"1996 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS '96)",,,,"Industrial Electronics Society - IE,Robotics and Automation Society - RA,Robotics Society of Japan - RSJ,The Society of Instrument and Control - SICE",1996,,,
"Conference",5051,"1996 IEEE Workshop on Power Electronics in Transportation (WPET)",,,,"Industrial Electronics Society - IE,Power Electronics Society - PEL,Vehicular Technology Society - VT",1996,,,
"Conference",5052,"1996 International Symposium on Low Power Electronics and Design - ISLPED",,,,"Circuits and Systems Society - CAS,Solid-State Circuits Society - SSC,Association for Computing Machinery - ACM",1996,,,
"Conference",5056,"1996 IEEE Frontiers in Education Conference (FIE)",,,,"Computer Society - C,Education Society - E,American Society of Engineering Education",1996,,,
"Conference",5057,"1996 International Conference on Solid State Devices and Materials (SSDM)",,,,"Electron Devices Society - ED,Tokyo Section,Electrochemical Society of Japan,The Institute of Electrical Engineers of Japan - IEEJ,Institute of Electronics, Information and Communication Engineers - IE,Institute of Television Engineers of Japan,Japan Society of Applied Physics - JSAP",1996,,,
"Conference",5058,"Broadband '96 - Broadband Multimedia Applications and Network Architectures",,,,"Communications Society - COM",1996,,,
"Conference",5059,"1996 IEEE 19th Convention of Electrical & Electronics Engineers in Israel",,,,"Israel Section",1996,,,
"Conference",5060,"GLOBECOM '96 - 1996 IEEE Global Telecommunications Conference",,,,"Communications Society - COM,United Kingdom & Republic of Ireland Section COM Chapter,British Tourist Authority,Institute of Electrical Engineers",1996,,,
"Conference",5066,"1996 IEEE International SOI Conference",,,,"Electron Devices Society - ED",1996,,,
"Conference",5067,"1996 5th IEEE International Workshop on Robot and Human Communication",,,,"Industrial Electronics Society - IE,Robotics and Automation Society - RA,The Japan Society of Mechanical Engineers,Robotics Society of Japan - RSJ,The Society of Instrument and Control - SICE",1996,,,
"Conference",5068,"1996 IEEE Symposium on Computer-Based Medical Systems (CBMS)",,,,"Computer Society - C,Engineering in Medicine and Biology Society - EMB",1996,,,
"Conference",5070,"1996 Semiconductor Manufacturing Technology Workshop (SMTW)",,,,"Electron Devices Society - ED,Taipei Section ED Chapter,Industrial Technology Research Institute - ITRI",1996,,,
"Conference",5072,"1996 International Conference on Parallel and Distributed Systems (ICPADS)",,,,"Computer Society - C,Taipei Section,Information Processing Society of Japan - IPSJ",1996,,,
"Conference",5074,"1996 Software Quality Week Conference",,,,"Computer Society - C,Software Institute",1996,,,
"Conference",5075,"1996 2nd International Symposium on Object Technologies for Advanced Software",,,,"Computer Society - C,Association for Computing Machinery - ACM,Japan Advanced Institute of Science and Technology,Japan Society of Software Science & Technology",1996,,,
